Cluster,Population,MeanRMSD,currentEnergy min,currentEnergy 5-percentile,currentEnergy 25-percentile,currentEnergy mean,currentEnergy 75-percentile,currentEnergy 95-percentile,currentEnergy max,currentEnergy standard deviation,sasaLig min,sasaLig 5-percentile,sasaLig 25-percentile,sasaLig mean,sasaLig 75-percentile,sasaLig 95-percentile,sasaLig max,sasaLig standard deviation,Selected labels
0,1.0,0.06395730265614133,-24.9983,-24.87715,-24.7745,-24.726204699515808,-24.6649,-24.6263,-24.6154,0.07656915236089731,0.989136,0.9929685,0.9951995,0.9971398097408146,0.9986735,1.00265,1.00799,0.0028252228420693262,A
