Cluster,Population,MeanRMSD,currentEnergy min,currentEnergy 5-percentile,currentEnergy 25-percentile,currentEnergy mean,currentEnergy 75-percentile,currentEnergy 95-percentile,currentEnergy max,currentEnergy standard deviation,Binding Energy min,Binding Energy 5-percentile,Binding Energy 25-percentile,Binding Energy mean,Binding Energy 75-percentile,Binding Energy 95-percentile,Binding Energy max,Binding Energy standard deviation,sasaLig min,sasaLig 5-percentile,sasaLig 25-percentile,sasaLig mean,sasaLig 75-percentile,sasaLig 95-percentile,sasaLig max,sasaLig standard deviation,Selected labels
50,0.0014955134596211367,0.43066923249343647,-9873.35,-9873.304,-9873.119999999999,-9872.746666666666,-9872.445,-9872.089,-9872.0,0.5603768573222068,-29.8615,-29.75871,-29.34755,-28.8138,-28.28995,-27.855030000000003,-27.7463,0.8636402761952833,0.0900542,0.09092843,0.09442534999999999,0.10355289999999999,0.11030224999999999,0.11950685,0.121808,0.013392621334899303,-
54,0.0014955134596211367,0.6229998570108215,-9870.12,-9869.990000000002,-9869.470000000001,-9868.710000000001,-9868.005000000001,-9867.353000000001,-9867.19,1.1986937334727672,-32.6895,-32.24008,-30.4424,-26.97593333333333,-24.119149999999998,-20.85823,-20.043,5.234413807570902,0.0948133,0.09905187,0.11600615,0.12956176666666666,0.146936,0.1547256,0.156673,0.025825066902311962,-
140,0.0004985044865403788,0.0,-9867.49,-9867.49,-9867.49,-9867.49,-9867.49,-9867.49,-9867.49,0.0,-22.403,-22.403,-22.403,-22.403,-22.403,-22.403,-22.403,0.0,0.171032,0.171032,0.171032,0.171032,0.171032,0.171032,0.171032,0.0,-
142,0.0009970089730807576,1.052584414667061,-9884.73,-9883.9285,-9880.7225,-9876.715,-9872.7075,-9869.5015,-9868.7,8.014999999999418,-45.5635,-45.012209999999996,-42.80705,-40.0506,-37.29415,-35.08899,-34.5377,5.512899999999998,0.11482,0.1198797,0.1401185,0.165417,0.1907155,0.2109543,0.216014,0.050597,-
119,0.0014955134596211367,0.6471456275057784,-9878.36,-9878.064,-9876.880000000001,-9874.320000000002,-9872.3,-9869.820000000002,-9869.2,3.8167350794449293,-25.8955,-25.283469999999998,-22.83535,-20.223699999999997,-17.387800000000002,-15.47788,-15.0004,4.459197625133919,0.157135,0.1597057,0.1699885,0.18771666666666667,0.2030075,0.2191399,0.223173,0.027179356655782392,-
152,0.0004985044865403788,0.0,-9866.04,-9866.04,-9866.04,-9866.04,-9866.04,-9866.04,-9866.04,0.0,-20.3015,-20.3015,-20.3015,-20.3015,-20.3015,-20.3015,-20.3015,0.0,0.159923,0.159923,0.159923,0.159923,0.159923,0.159923,0.159923,0.0,-
133,0.0004985044865403788,0.0,-9863.31,-9863.31,-9863.31,-9863.31,-9863.31,-9863.31,-9863.31,0.0,-31.9859,-31.9859,-31.9859,-31.9859,-31.9859,-31.9859,-31.9859,0.0,0.180901,0.180901,0.180901,0.180901,0.180901,0.180901,0.180901,0.0,-
51,0.0014955134596211367,0.4814532879783289,-9870.37,-9869.971000000001,-9868.375,-9866.446666666667,-9864.485,-9862.969000000001,-9862.59,3.176521507701568,-23.9049,-23.752200000000002,-23.1414,-22.4248,-21.68475,-21.130229999999997,-20.9916,1.189812010361302,0.160966,0.1634648,0.17346,0.17873833333333333,0.1876245,0.1889609,0.189295,0.012640739544117749,-
93,0.0004985044865403788,0.0,-9867.32,-9867.32,-9867.32,-9867.32,-9867.32,-9867.32,-9867.32,0.0,-21.5715,-21.5715,-21.5715,-21.5715,-21.5715,-21.5715,-21.5715,0.0,0.276742,0.276742,0.276742,0.276742,0.276742,0.276742,0.276742,0.0,-
100,0.0004985044865403788,0.0,-9869.04,-9869.04,-9869.04,-9869.04,-9869.04,-9869.04,-9869.04,0.0,-20.6631,-20.6631,-20.6631,-20.6631,-20.6631,-20.6631,-20.6631,0.0,0.225553,0.225553,0.225553,0.225553,0.225553,0.225553,0.225553,0.0,-
76,0.0004985044865403788,0.0,-9870.12,-9870.12,-9870.12,-9870.12,-9870.12,-9870.12,-9870.12,0.0,-21.9226,-21.9226,-21.9226,-21.9226,-21.9226,-21.9226,-21.9226,0.0,0.157742,0.157742,0.157742,0.157742,0.157742,0.157742,0.157742,0.0,-
117,0.0009970089730807576,0.6455490298962584,-9880.22,-9879.779499999999,-9878.0175,-9875.814999999999,-9873.6125,-9871.8505,-9871.41,4.404999999999745,-26.3249,-26.3079,-26.2399,-26.154899999999998,-26.0699,-26.0019,-25.9849,0.16999999999999993,0.0855631,0.08600922500000001,0.087793725,0.09002435,0.092254975,0.094039475,0.0944856,0.00446125,-
115,0.0004985044865403788,0.0,-9864.31,-9864.31,-9864.31,-9864.31,-9864.31,-9864.31,-9864.31,0.0,-27.1983,-27.1983,-27.1983,-27.1983,-27.1983,-27.1983,-27.1983,0.0,0.117921,0.117921,0.117921,0.117921,0.117921,0.117921,0.117921,0.0,-
109,0.0004985044865403788,0.0,-9863.62,-9863.62,-9863.62,-9863.62,-9863.62,-9863.62,-9863.62,0.0,-30.0818,-30.0818,-30.0818,-30.0818,-30.0818,-30.0818,-30.0818,0.0,0.0852024,0.0852024,0.0852024,0.0852024,0.0852024,0.0852024,0.0852024,0.0,-
154,0.0004985044865403788,0.0,-9899.34,-9899.34,-9899.34,-9899.34,-9899.34,-9899.34,-9899.34,0.0,-35.465,-35.465,-35.465,-35.465,-35.465,-35.465,-35.465,0.0,0.213049,0.213049,0.213049,0.213049,0.213049,0.213049,0.213049,0.0,-
104,0.0009970089730807576,0.7844397363724005,-9883.92,-9883.8365,-9883.5025,-9883.085,-9882.6675,-9882.3335,-9882.25,0.8350000000000364,-33.2807,-33.02935,-32.02395,-30.767200000000003,-29.51045,-28.50505,-28.2537,2.5135000000000023,0.0949792,0.09702474,0.1052069,0.1154346,0.1256623,0.13384446,0.13589,0.020455400000000006,-
66,0.0009970089730807576,0.19467010556323228,-9865.03,-9864.974,-9864.75,-9864.470000000001,-9864.19,-9863.966,-9863.91,0.5600000000004002,-44.1582,-43.953875000000004,-43.136575,-42.11495,-41.093325,-40.276025,-40.0717,2.0432500000000005,0.052687,0.052864604999999995,0.053575025,0.05446305,0.055351075,0.056061495,0.0562391,0.0017760500000000012,-
163,0.0004985044865403788,0.0,-9866.02,-9866.02,-9866.02,-9866.02,-9866.02,-9866.02,-9866.02,0.0,-26.1486,-26.1486,-26.1486,-26.1486,-26.1486,-26.1486,-26.1486,0.0,0.168797,0.168797,0.168797,0.168797,0.168797,0.168797,0.168797,0.0,-
158,0.0004985044865403788,0.0,-9864.88,-9864.88,-9864.88,-9864.88,-9864.88,-9864.88,-9864.88,0.0,-26.95,-26.95,-26.95,-26.95,-26.95,-26.95,-26.95,0.0,0.150536,0.150536,0.150536,0.150536,0.150536,0.150536,0.150536,0.0,-
155,0.0019940179461615153,0.884721770756986,-9874.44,-9874.0755,-9872.6175,-9870.362500000001,-9868.605,-9865.953000000001,-9865.29,3.37254633029693,-25.5549,-25.3176,-24.3684,-23.168825,-22.675124999999998,-20.031825,-19.371,2.29851224422995,0.237902,0.23826935,0.23973875,0.248048,0.25359775,0.26168994999999995,0.263713,0.010152844847627672,-
101,0.0004985044865403788,0.0,-9862.79,-9862.79,-9862.79,-9862.79,-9862.79,-9862.79,-9862.79,0.0,-30.8628,-30.8628,-30.8628,-30.8628,-30.8628,-30.8628,-30.8628,0.0,0.126433,0.126433,0.126433,0.126433,0.126433,0.126433,0.126433,0.0,-
107,0.0004985044865403788,0.0,-9872.2,-9872.2,-9872.2,-9872.2,-9872.2,-9872.2,-9872.2,0.0,-30.1017,-30.1017,-30.1017,-30.1017,-30.1017,-30.1017,-30.1017,0.0,0.121259,0.121259,0.121259,0.121259,0.121259,0.121259,0.121259,0.0,-
82,0.0004985044865403788,0.0,-9870.21,-9870.21,-9870.21,-9870.21,-9870.21,-9870.21,-9870.21,0.0,-19.9184,-19.9184,-19.9184,-19.9184,-19.9184,-19.9184,-19.9184,0.0,0.153921,0.153921,0.153921,0.153921,0.153921,0.153921,0.153921,0.0,-
110,0.0004985044865403788,0.0,-9864.98,-9864.98,-9864.98,-9864.98,-9864.98,-9864.98,-9864.98,0.0,-19.9467,-19.9467,-19.9467,-19.9467,-19.9467,-19.9467,-19.9467,0.0,0.180162,0.180162,0.180162,0.180162,0.180162,0.180162,0.180162,0.0,-
141,0.0004985044865403788,0.0,-9865.06,-9865.06,-9865.06,-9865.06,-9865.06,-9865.06,-9865.06,0.0,-18.3152,-18.3152,-18.3152,-18.3152,-18.3152,-18.3152,-18.3152,0.0,0.26989,0.26989,0.26989,0.26989,0.26989,0.26989,0.26989,0.0,-
89,0.0004985044865403788,0.0,-9873.43,-9873.43,-9873.43,-9873.43,-9873.43,-9873.43,-9873.43,0.0,-24.7543,-24.7543,-24.7543,-24.7543,-24.7543,-24.7543,-24.7543,0.0,0.0946002,0.0946002,0.0946002,0.0946002,0.0946002,0.0946002,0.0946002,0.0,-
84,0.0004985044865403788,0.0,-9863.25,-9863.25,-9863.25,-9863.25,-9863.25,-9863.25,-9863.25,0.0,-23.9118,-23.9118,-23.9118,-23.9118,-23.9118,-23.9118,-23.9118,0.0,0.160796,0.160796,0.160796,0.160796,0.160796,0.160796,0.160796,0.0,-
