S (kcal/mol K),Dihedral_1_%,Dihedral_2_%,Dihedral_3_%,Dihedral_4_%,Dihedral_5_%,Dihedral_6_%
-0.163103,17.36,17.13,14.27,19.26,15.2,16.79
