Step,numberOfAcceptedPeleSteps,currentEnergy,sasaLig,epoch,trajectory,Cluster
0,0,-19.0793,1.0,,output/trajectory_1.pdb,-
1,1,-24.6197,0.99989,,output/trajectory_1.pdb,0
2,2,-24.6053,0.999198,,output/trajectory_1.pdb,-
3,3,-24.6031,0.999126,,output/trajectory_1.pdb,-
4,4,-24.5473,0.999524,,output/trajectory_1.pdb,-
5,5,-24.5434,0.999524,,output/trajectory_1.pdb,-
6,6,-24.5511,0.99908,,output/trajectory_1.pdb,-
7,7,-24.5796,0.997409,,output/trajectory_1.pdb,-
8,8,-24.5742,0.998154,,output/trajectory_1.pdb,-
9,9,-24.6911,0.998772,,output/trajectory_1.pdb,0
10,10,-24.7225,0.994684,,output/trajectory_1.pdb,0
11,11,-24.7828,0.996814,,output/trajectory_1.pdb,0
12,12,-24.762,0.995152,,output/trajectory_1.pdb,0
13,13,-24.6907,0.997123,,output/trajectory_1.pdb,0
14,14,-24.7154,0.996961,,output/trajectory_1.pdb,0
15,15,-24.6994,0.995494,,output/trajectory_1.pdb,0
16,16,-24.7401,0.994563,,output/trajectory_1.pdb,0
17,17,-24.8115,0.994249,,output/trajectory_1.pdb,0
18,18,-24.7741,0.994205,,output/trajectory_1.pdb,0
19,19,-24.7944,0.994856,,output/trajectory_1.pdb,0
20,20,-24.7943,0.994856,,output/trajectory_1.pdb,0
21,21,-24.7943,0.994856,,output/trajectory_1.pdb,0
22,22,-24.7943,0.994856,,output/trajectory_1.pdb,0
23,23,-24.7155,0.995819,,output/trajectory_1.pdb,0
24,24,-24.7788,0.995598,,output/trajectory_1.pdb,0
25,25,-24.8699,0.99297,,output/trajectory_1.pdb,0
26,26,-24.707,0.993434,,output/trajectory_1.pdb,0
27,27,-24.7213,0.994802,,output/trajectory_1.pdb,0
28,28,-24.7167,0.996183,,output/trajectory_1.pdb,0
29,29,-24.7736,0.993971,,output/trajectory_1.pdb,0
30,30,-24.752,0.99574,,output/trajectory_1.pdb,0
31,31,-24.7721,0.993689,,output/trajectory_1.pdb,0
32,32,-24.7648,0.99495,,output/trajectory_1.pdb,0
33,33,-24.7104,0.994879,,output/trajectory_1.pdb,0
34,34,-24.7608,0.993364,,output/trajectory_1.pdb,0
35,35,-24.7917,0.99194,,output/trajectory_1.pdb,0
36,36,-24.7884,0.99148,,output/trajectory_1.pdb,0
37,37,-24.8522,0.990486,,output/trajectory_1.pdb,0
38,38,-24.7128,0.99588,,output/trajectory_1.pdb,0
39,39,-24.786,0.993088,,output/trajectory_1.pdb,0
40,40,-24.7977,0.993088,,output/trajectory_1.pdb,0
41,41,-24.7979,0.994838,,output/trajectory_1.pdb,0
42,42,-24.7897,0.991115,,output/trajectory_1.pdb,0
43,43,-24.6997,0.992902,,output/trajectory_1.pdb,0
44,44,-24.8083,0.994076,,output/trajectory_1.pdb,0
45,45,-24.8666,0.993861,,output/trajectory_1.pdb,0
46,46,-24.8806,0.993441,,output/trajectory_1.pdb,0
47,47,-24.878,0.993531,,output/trajectory_1.pdb,0
48,48,-24.8603,0.99315,,output/trajectory_1.pdb,0
49,49,-24.8751,0.994215,,output/trajectory_1.pdb,0
50,50,-24.8551,0.99435,,output/trajectory_1.pdb,0
51,51,-24.8783,0.994874,,output/trajectory_1.pdb,0
52,52,-24.9266,0.996066,,output/trajectory_1.pdb,0
53,53,-24.8867,0.994616,,output/trajectory_1.pdb,0
54,54,-24.8862,0.99455,,output/trajectory_1.pdb,0
55,55,-24.8626,0.993986,,output/trajectory_1.pdb,0
56,56,-24.8438,0.9962,,output/trajectory_1.pdb,0
57,57,-24.8081,0.994016,,output/trajectory_1.pdb,0
58,58,-24.8321,0.993804,,output/trajectory_1.pdb,0
59,59,-24.8559,0.995096,,output/trajectory_1.pdb,0
60,60,-24.8497,0.994248,,output/trajectory_1.pdb,0
61,61,-24.8557,0.993923,,output/trajectory_1.pdb,0
62,62,-24.8338,0.993902,,output/trajectory_1.pdb,0
63,63,-24.8469,0.997225,,output/trajectory_1.pdb,0
64,64,-24.8668,0.998797,,output/trajectory_1.pdb,0
65,65,-24.7406,0.995173,,output/trajectory_1.pdb,0
66,66,-24.7325,0.99689,,output/trajectory_1.pdb,0
67,67,-24.6896,0.996824,,output/trajectory_1.pdb,0
68,68,-24.7321,0.996192,,output/trajectory_1.pdb,0
69,69,-24.6975,0.998148,,output/trajectory_1.pdb,0
70,70,-24.7532,0.997031,,output/trajectory_1.pdb,0
71,71,-24.7864,0.997209,,output/trajectory_1.pdb,0
72,72,-24.7904,0.997018,,output/trajectory_1.pdb,0
73,73,-24.7697,0.997833,,output/trajectory_1.pdb,0
74,74,-24.8,0.998533,,output/trajectory_1.pdb,0
75,75,-24.7769,0.999252,,output/trajectory_1.pdb,0
76,76,-24.8284,0.996137,,output/trajectory_1.pdb,0
77,77,-24.8284,0.996137,,output/trajectory_1.pdb,0
78,78,-24.8215,0.998387,,output/trajectory_1.pdb,0
79,79,-24.9061,0.99587,,output/trajectory_1.pdb,0
80,80,-24.8408,0.996478,,output/trajectory_1.pdb,0
81,81,-24.847,0.998088,,output/trajectory_1.pdb,0
82,82,-24.9703,0.995553,,output/trajectory_1.pdb,0
83,83,-24.7932,0.999253,,output/trajectory_1.pdb,0
84,84,-24.7907,0.999199,,output/trajectory_1.pdb,0
85,85,-24.8252,0.99962,,output/trajectory_1.pdb,0
86,86,-24.8171,0.998592,,output/trajectory_1.pdb,0
87,87,-24.8339,0.998548,,output/trajectory_1.pdb,0
88,88,-24.8143,0.999029,,output/trajectory_1.pdb,0
89,89,-24.8196,0.999188,,output/trajectory_1.pdb,0
90,90,-24.9358,0.997811,,output/trajectory_1.pdb,0
91,91,-24.9239,0.997811,,output/trajectory_1.pdb,0
92,92,-24.8666,0.998181,,output/trajectory_1.pdb,0
93,93,-24.8534,0.998181,,output/trajectory_1.pdb,0
94,94,-24.8533,0.998598,,output/trajectory_1.pdb,0
95,95,-24.8533,0.998598,,output/trajectory_1.pdb,0
96,96,-24.8533,0.998598,,output/trajectory_1.pdb,0
97,97,-24.7174,0.995485,,output/trajectory_1.pdb,0
98,98,-24.7041,0.997005,,output/trajectory_1.pdb,0
99,99,-24.6692,0.996263,,output/trajectory_1.pdb,0
100,100,-24.6162,0.997479,,output/trajectory_1.pdb,0
0,0,-19.0793,1.0,,output/trajectory_2.pdb,-
1,1,-24.595,0.997624,,output/trajectory_2.pdb,-
2,2,-24.6453,0.998458,,output/trajectory_2.pdb,0
3,3,-24.6466,0.997689,,output/trajectory_2.pdb,0
4,4,-24.6886,0.996478,,output/trajectory_2.pdb,0
5,5,-24.6227,0.997773,,output/trajectory_2.pdb,0
6,6,-24.6386,0.997773,,output/trajectory_2.pdb,0
7,7,-24.627,0.998518,,output/trajectory_2.pdb,0
8,8,-24.627,0.998518,,output/trajectory_2.pdb,0
9,9,-24.627,0.998518,,output/trajectory_2.pdb,0
10,10,-24.4324,0.997272,,output/trajectory_2.pdb,-
11,11,-24.4575,0.9976,,output/trajectory_2.pdb,-
12,12,-24.4934,0.996041,,output/trajectory_2.pdb,-
13,13,-24.6467,0.996943,,output/trajectory_2.pdb,0
14,14,-24.6522,0.996571,,output/trajectory_2.pdb,0
15,15,-24.5981,0.996201,,output/trajectory_2.pdb,-
16,16,-24.4815,0.996437,,output/trajectory_2.pdb,-
17,17,-24.4529,0.997603,,output/trajectory_2.pdb,-
18,18,-24.4773,0.996488,,output/trajectory_2.pdb,-
19,19,-24.4854,0.995344,,output/trajectory_2.pdb,-
20,20,-24.5364,0.995328,,output/trajectory_2.pdb,-
21,21,-24.4866,0.999786,,output/trajectory_2.pdb,-
22,22,-24.5202,0.998391,,output/trajectory_2.pdb,-
23,23,-24.5872,0.997284,,output/trajectory_2.pdb,-
24,24,-24.6293,0.997342,,output/trajectory_2.pdb,0
25,25,-24.5298,0.998415,,output/trajectory_2.pdb,-
26,26,-24.4751,1.0,,output/trajectory_2.pdb,-
27,27,-24.51,0.998159,,output/trajectory_2.pdb,-
28,28,-24.5056,1.00037,,output/trajectory_2.pdb,-
29,29,-24.5049,0.995252,,output/trajectory_2.pdb,-
30,30,-24.5617,0.995366,,output/trajectory_2.pdb,-
31,31,-24.5931,0.994387,,output/trajectory_2.pdb,-
32,32,-24.5769,1.00039,,output/trajectory_2.pdb,-
33,33,-24.6462,0.998989,,output/trajectory_2.pdb,0
35,34,-24.636,1.00029,,output/trajectory_2.pdb,0
36,35,-24.6372,0.999014,,output/trajectory_2.pdb,0
37,36,-24.6721,0.998868,,output/trajectory_2.pdb,0
38,37,-24.6917,0.999285,,output/trajectory_2.pdb,0
39,38,-24.6576,1.00034,,output/trajectory_2.pdb,0
40,39,-24.6551,0.99282,,output/trajectory_2.pdb,0
41,40,-24.7329,0.992437,,output/trajectory_2.pdb,0
42,41,-24.7242,0.992369,,output/trajectory_2.pdb,0
43,42,-24.7184,0.991489,,output/trajectory_2.pdb,0
44,43,-24.7699,0.993668,,output/trajectory_2.pdb,0
45,44,-24.6998,1.00015,,output/trajectory_2.pdb,0
46,45,-24.6704,0.998111,,output/trajectory_2.pdb,0
47,46,-24.6881,0.999048,,output/trajectory_2.pdb,0
48,47,-24.6948,0.998398,,output/trajectory_2.pdb,0
49,48,-24.7546,0.998257,,output/trajectory_2.pdb,0
50,49,-24.7248,0.999048,,output/trajectory_2.pdb,0
51,50,-24.708,0.999194,,output/trajectory_2.pdb,0
52,51,-24.684,1.00022,,output/trajectory_2.pdb,0
53,52,-24.736,1.0005,,output/trajectory_2.pdb,0
54,53,-24.6812,1.00017,,output/trajectory_2.pdb,0
55,54,-24.6701,0.999746,,output/trajectory_2.pdb,0
56,55,-24.6549,0.998358,,output/trajectory_2.pdb,0
57,56,-24.6593,0.995517,,output/trajectory_2.pdb,0
58,57,-24.6452,0.996568,,output/trajectory_2.pdb,0
59,58,-24.6972,0.992217,,output/trajectory_2.pdb,0
60,59,-24.6879,0.993827,,output/trajectory_2.pdb,0
61,60,-24.6907,0.994689,,output/trajectory_2.pdb,0
62,61,-24.6879,0.992794,,output/trajectory_2.pdb,0
63,62,-24.5921,0.997831,,output/trajectory_2.pdb,-
64,63,-24.6803,0.99556,,output/trajectory_2.pdb,0
65,64,-24.6633,0.998417,,output/trajectory_2.pdb,0
66,65,-24.6499,0.998802,,output/trajectory_2.pdb,0
67,66,-24.6823,0.995765,,output/trajectory_2.pdb,0
68,67,-24.6811,0.99556,,output/trajectory_2.pdb,0
69,68,-24.718,0.998779,,output/trajectory_2.pdb,0
70,69,-24.6692,0.998369,,output/trajectory_2.pdb,0
71,70,-24.6938,1.00145,,output/trajectory_2.pdb,0
72,71,-24.7213,1.00238,,output/trajectory_2.pdb,0
73,72,-24.8063,1.00342,,output/trajectory_2.pdb,0
74,73,-24.6886,1.00521,,output/trajectory_2.pdb,0
75,74,-24.7223,1.00343,,output/trajectory_2.pdb,0
76,75,-24.735,1.00166,,output/trajectory_2.pdb,0
77,76,-24.6881,1.00354,,output/trajectory_2.pdb,0
78,77,-24.7057,1.00429,,output/trajectory_2.pdb,0
79,78,-24.7611,1.00396,,output/trajectory_2.pdb,0
80,79,-24.7493,1.00528,,output/trajectory_2.pdb,0
81,80,-24.724,1.00474,,output/trajectory_2.pdb,0
82,81,-24.7272,1.0047,,output/trajectory_2.pdb,0
83,82,-24.7459,1.00433,,output/trajectory_2.pdb,0
84,83,-24.7459,1.00433,,output/trajectory_2.pdb,0
85,84,-24.7459,1.00433,,output/trajectory_2.pdb,0
86,85,-24.7459,1.00433,,output/trajectory_2.pdb,0
87,86,-24.7295,1.00414,,output/trajectory_2.pdb,0
88,87,-24.6762,0.99997,,output/trajectory_2.pdb,0
89,88,-24.6767,0.999574,,output/trajectory_2.pdb,0
90,89,-24.635,0.996793,,output/trajectory_2.pdb,0
91,90,-24.6191,0.99761,,output/trajectory_2.pdb,0
92,91,-24.6125,0.996641,,output/trajectory_2.pdb,-
93,92,-24.6014,0.998273,,output/trajectory_2.pdb,-
94,93,-24.555,0.999938,,output/trajectory_2.pdb,-
95,94,-24.5971,0.999775,,output/trajectory_2.pdb,-
96,95,-24.6493,0.999394,,output/trajectory_2.pdb,0
97,96,-24.5681,0.99922,,output/trajectory_2.pdb,-
98,97,-24.6047,0.999545,,output/trajectory_2.pdb,-
99,98,-24.6084,0.99922,,output/trajectory_2.pdb,-
100,99,-24.6027,0.99922,,output/trajectory_2.pdb,-
0,0,-19.0793,1.0,,output/trajectory_3.pdb,-
1,1,-24.5822,1.00049,,output/trajectory_3.pdb,-
2,2,-24.6485,0.999163,,output/trajectory_3.pdb,0
3,3,-24.6854,1.00088,,output/trajectory_3.pdb,0
4,4,-24.4996,0.999396,,output/trajectory_3.pdb,-
5,5,-24.505,1.00042,,output/trajectory_3.pdb,-
6,6,-24.5192,1.00033,,output/trajectory_3.pdb,-
7,7,-24.4266,0.998494,,output/trajectory_3.pdb,-
8,8,-24.4099,0.999437,,output/trajectory_3.pdb,-
9,9,-24.404,0.999882,,output/trajectory_3.pdb,-
10,10,-24.615,0.99951,,output/trajectory_3.pdb,-
11,11,-24.6839,0.997365,,output/trajectory_3.pdb,0
12,12,-24.7468,0.997056,,output/trajectory_3.pdb,0
13,13,-24.6163,0.997791,,output/trajectory_3.pdb,0
14,14,-24.7497,0.996448,,output/trajectory_3.pdb,0
15,15,-24.7543,0.995523,,output/trajectory_3.pdb,0
16,16,-24.7571,0.995826,,output/trajectory_3.pdb,0
17,17,-24.6651,0.99693,,output/trajectory_3.pdb,0
18,18,-24.6418,0.997851,,output/trajectory_3.pdb,0
19,19,-24.6445,0.997661,,output/trajectory_3.pdb,0
20,20,-24.7483,0.997493,,output/trajectory_3.pdb,0
21,21,-24.7115,0.998353,,output/trajectory_3.pdb,0
22,22,-24.7095,0.997309,,output/trajectory_3.pdb,0
23,23,-24.7233,0.997751,,output/trajectory_3.pdb,0
24,24,-24.6905,0.99677,,output/trajectory_3.pdb,0
25,25,-24.71,0.996214,,output/trajectory_3.pdb,0
26,26,-24.7123,0.997307,,output/trajectory_3.pdb,0
27,27,-24.6923,0.997334,,output/trajectory_3.pdb,0
28,28,-24.7828,0.994727,,output/trajectory_3.pdb,0
29,29,-24.7982,0.995145,,output/trajectory_3.pdb,0
30,30,-24.7523,0.996275,,output/trajectory_3.pdb,0
31,31,-24.7406,0.996648,,output/trajectory_3.pdb,0
32,32,-24.6696,0.997954,,output/trajectory_3.pdb,0
33,33,-24.6521,0.998327,,output/trajectory_3.pdb,0
34,34,-24.6405,0.998446,,output/trajectory_3.pdb,0
35,35,-24.6713,0.998073,,output/trajectory_3.pdb,0
36,36,-24.7261,0.996111,,output/trajectory_3.pdb,0
37,37,-24.7208,0.996457,,output/trajectory_3.pdb,0
38,38,-24.6926,0.997175,,output/trajectory_3.pdb,0
39,39,-24.6367,0.998481,,output/trajectory_3.pdb,0
40,40,-24.6445,0.998817,,output/trajectory_3.pdb,0
41,41,-24.6404,0.99891,,output/trajectory_3.pdb,0
42,42,-24.6308,0.998492,,output/trajectory_3.pdb,0
43,43,-24.6417,0.9973,,output/trajectory_3.pdb,0
44,44,-24.6442,0.998492,,output/trajectory_3.pdb,0
45,45,-24.6406,0.998492,,output/trajectory_3.pdb,0
46,46,-24.6407,0.998492,,output/trajectory_3.pdb,0
47,47,-24.6407,0.998492,,output/trajectory_3.pdb,0
48,48,-24.5817,1.00093,,output/trajectory_3.pdb,-
49,49,-24.6634,1.00023,,output/trajectory_3.pdb,0
50,50,-24.6788,1.00074,,output/trajectory_3.pdb,0
51,51,-24.7242,1.00151,,output/trajectory_3.pdb,0
52,52,-24.7293,1.00111,,output/trajectory_3.pdb,0
53,53,-24.7062,1.00123,,output/trajectory_3.pdb,0
54,54,-24.7935,1.0,,output/trajectory_3.pdb,0
55,55,-24.7583,1.00082,,output/trajectory_3.pdb,0
56,56,-24.722,1.00036,,output/trajectory_3.pdb,0
57,57,-24.7221,1.00036,,output/trajectory_3.pdb,0
58,58,-24.7221,1.00036,,output/trajectory_3.pdb,0
59,59,-24.7911,1.00149,,output/trajectory_3.pdb,0
60,60,-24.7457,1.00143,,output/trajectory_3.pdb,0
61,61,-24.7626,1.00247,,output/trajectory_3.pdb,0
62,62,-24.6513,1.00169,,output/trajectory_3.pdb,0
63,63,-24.6338,1.00234,,output/trajectory_3.pdb,0
64,64,-24.6745,1.0021,,output/trajectory_3.pdb,0
65,65,-24.6758,1.00128,,output/trajectory_3.pdb,0
66,66,-24.6396,1.00229,,output/trajectory_3.pdb,0
67,67,-24.6765,1.00209,,output/trajectory_3.pdb,0
68,68,-24.6722,1.00394,,output/trajectory_3.pdb,0
69,69,-24.6631,1.00469,,output/trajectory_3.pdb,0
70,70,-24.6812,1.00362,,output/trajectory_3.pdb,0
71,71,-24.6973,1.00229,,output/trajectory_3.pdb,0
72,72,-24.6786,1.00303,,output/trajectory_3.pdb,0
73,73,-24.7232,0.99851,,output/trajectory_3.pdb,0
74,74,-24.683,1.00235,,output/trajectory_3.pdb,0
75,75,-24.6847,1.00308,,output/trajectory_3.pdb,0
76,76,-24.7054,1.00274,,output/trajectory_3.pdb,0
77,77,-24.6797,1.00223,,output/trajectory_3.pdb,0
78,78,-24.6987,1.00351,,output/trajectory_3.pdb,0
79,79,-24.7481,1.00191,,output/trajectory_3.pdb,0
80,80,-24.7166,0.999098,,output/trajectory_3.pdb,0
81,81,-24.7513,0.998702,,output/trajectory_3.pdb,0
82,82,-24.7037,0.999402,,output/trajectory_3.pdb,0
83,83,-24.753,1.00075,,output/trajectory_3.pdb,0
84,84,-24.7117,1.00427,,output/trajectory_3.pdb,0
85,85,-24.7396,1.00566,,output/trajectory_3.pdb,0
86,86,-24.701,1.00545,,output/trajectory_3.pdb,0
87,87,-24.7169,1.00619,,output/trajectory_3.pdb,0
88,88,-24.7178,1.00485,,output/trajectory_3.pdb,0
89,89,-24.7325,1.00482,,output/trajectory_3.pdb,0
90,90,-24.7359,1.00473,,output/trajectory_3.pdb,0
91,91,-24.773,1.00585,,output/trajectory_3.pdb,0
92,92,-24.7092,1.00736,,output/trajectory_3.pdb,0
93,93,-24.7716,1.00764,,output/trajectory_3.pdb,0
94,94,-24.7637,1.00797,,output/trajectory_3.pdb,0
95,95,-24.745,1.006,,output/trajectory_3.pdb,0
96,96,-24.7527,1.00546,,output/trajectory_3.pdb,0
97,97,-24.6958,1.00637,,output/trajectory_3.pdb,0
98,98,-24.7187,1.00527,,output/trajectory_3.pdb,0
99,99,-24.7231,1.00469,,output/trajectory_3.pdb,0
100,100,-24.753,1.00799,,output/trajectory_3.pdb,0
0,0,-19.0793,1.0,,output/trajectory_4.pdb,-
1,1,-24.5459,0.996529,,output/trajectory_4.pdb,-
2,2,-24.4363,0.996182,,output/trajectory_4.pdb,-
3,3,-24.383,0.995614,,output/trajectory_4.pdb,-
4,4,-24.4058,0.997813,,output/trajectory_4.pdb,-
5,5,-24.4061,0.997368,,output/trajectory_4.pdb,-
6,6,-24.3633,0.997427,,output/trajectory_4.pdb,-
7,7,-24.3748,0.997427,,output/trajectory_4.pdb,-
8,8,-24.4528,0.99653,,output/trajectory_4.pdb,-
9,9,-24.5082,0.996059,,output/trajectory_4.pdb,-
10,10,-24.5142,0.996059,,output/trajectory_4.pdb,-
11,11,-24.5944,0.993932,,output/trajectory_4.pdb,-
12,12,-24.5687,0.995443,,output/trajectory_4.pdb,-
13,13,-24.5388,0.993845,,output/trajectory_4.pdb,-
14,14,-24.5846,0.994244,,output/trajectory_4.pdb,-
15,15,-24.6206,0.994704,,output/trajectory_4.pdb,0
16,16,-24.6043,0.994287,,output/trajectory_4.pdb,-
17,17,-24.6043,0.994287,,output/trajectory_4.pdb,-
18,18,-24.605,0.994611,,output/trajectory_4.pdb,-
19,19,-24.6604,0.992706,,output/trajectory_4.pdb,0
20,20,-24.584,0.994937,,output/trajectory_4.pdb,-
21,21,-24.5768,0.995767,,output/trajectory_4.pdb,-
22,22,-24.5451,0.996464,,output/trajectory_4.pdb,-
23,23,-24.5434,0.995347,,output/trajectory_4.pdb,-
24,24,-24.5345,0.995081,,output/trajectory_4.pdb,-
25,25,-24.5641,0.99516,,output/trajectory_4.pdb,-
26,26,-24.5851,0.994955,,output/trajectory_4.pdb,-
27,27,-24.5649,0.994835,,output/trajectory_4.pdb,-
28,28,-24.5695,0.994848,,output/trajectory_4.pdb,-
29,29,-24.5695,0.994848,,output/trajectory_4.pdb,-
30,30,-24.6778,0.992721,,output/trajectory_4.pdb,0
31,31,-24.6712,0.995363,,output/trajectory_4.pdb,0
32,32,-24.6763,0.996228,,output/trajectory_4.pdb,0
33,33,-24.6308,0.994683,,output/trajectory_4.pdb,0
34,34,-24.5832,0.995112,,output/trajectory_4.pdb,-
35,35,-24.6012,0.994182,,output/trajectory_4.pdb,-
36,36,-24.6234,0.994232,,output/trajectory_4.pdb,0
37,37,-24.5632,0.995279,,output/trajectory_4.pdb,-
38,38,-24.5921,0.994581,,output/trajectory_4.pdb,-
39,39,-24.5372,0.994769,,output/trajectory_4.pdb,-
40,40,-24.5417,0.995093,,output/trajectory_4.pdb,-
41,41,-24.5655,0.993138,,output/trajectory_4.pdb,-
42,42,-24.543,0.996976,,output/trajectory_4.pdb,-
43,43,-24.5377,0.997766,,output/trajectory_4.pdb,-
44,44,-24.533,0.997005,,output/trajectory_4.pdb,-
45,45,-24.5246,0.997583,,output/trajectory_4.pdb,-
46,46,-24.5621,0.998136,,output/trajectory_4.pdb,-
47,47,-24.562,0.998136,,output/trajectory_4.pdb,-
48,48,-24.6155,0.997149,,output/trajectory_4.pdb,0
49,49,-24.6274,0.997893,,output/trajectory_4.pdb,0
50,50,-24.5763,0.998079,,output/trajectory_4.pdb,-
51,51,-24.626,0.998511,,output/trajectory_4.pdb,0
52,52,-24.6244,0.998794,,output/trajectory_4.pdb,0
53,53,-24.6182,0.998332,,output/trajectory_4.pdb,0
54,54,-24.5583,1.00037,,output/trajectory_4.pdb,-
55,55,-24.6118,0.999446,,output/trajectory_4.pdb,-
56,56,-24.5499,1.00141,,output/trajectory_4.pdb,-
57,57,-24.5331,0.999403,,output/trajectory_4.pdb,-
58,58,-24.6207,0.998998,,output/trajectory_4.pdb,0
59,59,-24.6044,0.998966,,output/trajectory_4.pdb,-
60,60,-24.5986,0.998953,,output/trajectory_4.pdb,-
61,61,-24.5849,0.999355,,output/trajectory_4.pdb,-
62,62,-24.5729,0.997718,,output/trajectory_4.pdb,-
63,63,-24.7164,0.994237,,output/trajectory_4.pdb,0
64,64,-24.6816,0.994628,,output/trajectory_4.pdb,0
65,65,-24.729,0.995268,,output/trajectory_4.pdb,0
66,66,-24.6591,0.993809,,output/trajectory_4.pdb,0
67,67,-24.6593,0.993809,,output/trajectory_4.pdb,0
68,68,-24.7353,0.994185,,output/trajectory_4.pdb,0
69,69,-24.6862,0.995475,,output/trajectory_4.pdb,0
70,70,-24.6823,0.992985,,output/trajectory_4.pdb,0
71,71,-24.8072,0.989755,,output/trajectory_4.pdb,0
72,72,-24.8228,0.990452,,output/trajectory_4.pdb,0
73,73,-24.7182,0.99249,,output/trajectory_4.pdb,0
74,74,-24.7554,0.989716,,output/trajectory_4.pdb,0
75,75,-24.6864,0.993311,,output/trajectory_4.pdb,0
76,76,-24.6905,0.993029,,output/trajectory_4.pdb,0
77,77,-24.7254,0.992483,,output/trajectory_4.pdb,0
78,78,-24.6602,0.994854,,output/trajectory_4.pdb,0
79,79,-24.7768,0.99114,,output/trajectory_4.pdb,0
80,80,-24.6869,0.998914,,output/trajectory_4.pdb,0
81,81,-24.6794,1.00333,,output/trajectory_4.pdb,0
82,82,-24.6804,1.00342,,output/trajectory_4.pdb,0
83,83,-24.6205,1.00241,,output/trajectory_4.pdb,0
84,84,-24.61,1.00236,,output/trajectory_4.pdb,-
85,85,-24.5727,1.00192,,output/trajectory_4.pdb,-
86,86,-24.5667,1.00204,,output/trajectory_4.pdb,-
87,87,-24.6042,1.0022,,output/trajectory_4.pdb,-
88,88,-24.6037,1.00234,,output/trajectory_4.pdb,-
89,89,-24.6303,1.00188,,output/trajectory_4.pdb,0
90,90,-24.6302,1.00188,,output/trajectory_4.pdb,0
91,91,-24.6288,1.00248,,output/trajectory_4.pdb,0
92,92,-24.6144,1.00165,,output/trajectory_4.pdb,-
93,93,-24.5957,1.00244,,output/trajectory_4.pdb,-
94,94,-24.6425,0.999595,,output/trajectory_4.pdb,0
95,95,-24.6368,1.00136,,output/trajectory_4.pdb,0
96,96,-24.6668,1.00067,,output/trajectory_4.pdb,0
97,97,-24.7452,0.998357,,output/trajectory_4.pdb,0
98,98,-24.7546,0.998174,,output/trajectory_4.pdb,0
99,99,-24.6769,1.00304,,output/trajectory_4.pdb,0
100,100,-24.6714,1.00427,,output/trajectory_4.pdb,0
0,0,-19.0793,1.0,,output/trajectory_5.pdb,-
1,1,-24.595,0.997624,,output/trajectory_5.pdb,-
2,2,-24.6453,0.998458,,output/trajectory_5.pdb,0
3,3,-24.6466,0.997689,,output/trajectory_5.pdb,0
4,4,-24.6624,0.996384,,output/trajectory_5.pdb,0
5,5,-24.6795,0.997284,,output/trajectory_5.pdb,0
6,6,-24.7668,0.998282,,output/trajectory_5.pdb,0
7,7,-24.7102,0.996138,,output/trajectory_5.pdb,0
8,8,-24.7425,0.997287,,output/trajectory_5.pdb,0
9,9,-24.7509,0.998423,,output/trajectory_5.pdb,0
10,10,-24.6937,0.996425,,output/trajectory_5.pdb,0
11,11,-24.7629,0.996659,,output/trajectory_5.pdb,0
12,12,-24.7159,0.995629,,output/trajectory_5.pdb,0
13,13,-24.7229,0.996332,,output/trajectory_5.pdb,0
14,14,-24.709,0.99769,,output/trajectory_5.pdb,0
15,15,-24.7901,0.99597,,output/trajectory_5.pdb,0
16,16,-24.672,0.99385,,output/trajectory_5.pdb,0
17,17,-24.6528,0.995319,,output/trajectory_5.pdb,0
18,18,-24.646,0.994832,,output/trajectory_5.pdb,0
19,19,-24.6361,0.99719,,output/trajectory_5.pdb,0
20,20,-24.6364,0.99719,,output/trajectory_5.pdb,0
21,21,-24.6364,0.99719,,output/trajectory_5.pdb,0
22,22,-24.6285,0.995607,,output/trajectory_5.pdb,0
23,23,-24.6076,0.996041,,output/trajectory_5.pdb,-
24,24,-24.6067,0.995758,,output/trajectory_5.pdb,-
25,25,-24.6067,0.995758,,output/trajectory_5.pdb,-
26,26,-24.7238,0.994776,,output/trajectory_5.pdb,0
27,27,-24.641,0.9991,,output/trajectory_5.pdb,0
28,28,-24.6421,0.997887,,output/trajectory_5.pdb,0
29,29,-24.6149,0.998128,,output/trajectory_5.pdb,-
30,30,-24.7408,0.996761,,output/trajectory_5.pdb,0
31,31,-24.7725,0.996483,,output/trajectory_5.pdb,0
32,32,-24.7557,0.997383,,output/trajectory_5.pdb,0
33,33,-24.7608,0.996559,,output/trajectory_5.pdb,0
34,34,-24.7654,0.994709,,output/trajectory_5.pdb,0
35,35,-24.8091,0.996445,,output/trajectory_5.pdb,0
36,36,-24.7995,0.996445,,output/trajectory_5.pdb,0
37,37,-24.7306,0.996898,,output/trajectory_5.pdb,0
38,38,-24.7327,0.997363,,output/trajectory_5.pdb,0
39,39,-24.6877,0.997501,,output/trajectory_5.pdb,0
40,40,-24.7413,0.995319,,output/trajectory_5.pdb,0
41,41,-24.7579,0.994875,,output/trajectory_5.pdb,0
42,42,-24.7579,0.994875,,output/trajectory_5.pdb,0
43,43,-24.7579,0.994875,,output/trajectory_5.pdb,0
44,44,-24.7408,0.995596,,output/trajectory_5.pdb,0
45,45,-24.7607,0.99553,,output/trajectory_5.pdb,0
46,46,-24.8172,0.995505,,output/trajectory_5.pdb,0
47,47,-24.7501,0.996413,,output/trajectory_5.pdb,0
