Step,numberOfAcceptedPeleSteps,currentEnergy,sasaLig,epoch,trajectory,Cluster
34,34,-24.6678,0.996434,,output/trajectory_23.pdb,0
35,35,-24.5306,0.999222,,output/trajectory_23.pdb,-
36,36,-24.538,0.999546,,output/trajectory_23.pdb,-
37,37,-24.5968,0.994476,,output/trajectory_23.pdb,-
38,38,-24.6508,0.995102,,output/trajectory_23.pdb,0
39,39,-24.6396,0.995448,,output/trajectory_23.pdb,0
40,40,-24.6072,0.995821,,output/trajectory_23.pdb,-
41,41,-24.6798,0.995683,,output/trajectory_23.pdb,0
42,42,-24.5365,0.997388,,output/trajectory_23.pdb,-
43,43,-24.63,0.997258,,output/trajectory_23.pdb,0
44,44,-24.5176,1.00122,,output/trajectory_23.pdb,-
45,45,-24.6535,0.998035,,output/trajectory_23.pdb,0
46,46,-24.6614,0.99361,,output/trajectory_23.pdb,0
47,47,-24.6806,0.994961,,output/trajectory_23.pdb,0
48,48,-24.9016,0.992712,,output/trajectory_23.pdb,0
49,49,-24.8019,0.993293,,output/trajectory_23.pdb,0
50,50,-24.8068,0.99527,,output/trajectory_23.pdb,0
51,51,-24.8002,0.995578,,output/trajectory_23.pdb,0
52,52,-24.8002,0.995578,,output/trajectory_23.pdb,0
53,53,-24.8191,0.995896,,output/trajectory_23.pdb,0
54,54,-24.8295,0.99527,,output/trajectory_23.pdb,0
55,55,-24.8044,0.995642,,output/trajectory_23.pdb,0
56,56,-24.7975,0.996086,,output/trajectory_23.pdb,0
57,57,-24.7899,0.995642,,output/trajectory_23.pdb,0
58,58,-24.783,0.996086,,output/trajectory_23.pdb,0
59,59,-24.8652,0.99537,,output/trajectory_23.pdb,0
60,60,-24.7833,0.994857,,output/trajectory_23.pdb,0
61,61,-24.7915,0.997087,,output/trajectory_23.pdb,0
62,62,-24.8176,0.997369,,output/trajectory_23.pdb,0
63,63,-24.7893,0.994633,,output/trajectory_23.pdb,0
64,64,-24.78,0.994309,,output/trajectory_23.pdb,0
65,65,-24.8387,0.993624,,output/trajectory_23.pdb,0
66,66,-24.8125,0.994321,,output/trajectory_23.pdb,0
67,67,-24.8225,0.994646,,output/trajectory_23.pdb,0
68,68,-24.8254,0.994321,,output/trajectory_23.pdb,0
69,69,-24.8254,0.994321,,output/trajectory_23.pdb,0
70,70,-24.8254,0.994321,,output/trajectory_23.pdb,0
71,71,-24.7627,0.994646,,output/trajectory_23.pdb,0
72,72,-24.7851,0.994408,,output/trajectory_23.pdb,0
73,73,-24.7953,0.99564,,output/trajectory_23.pdb,0
74,74,-24.8925,0.995897,,output/trajectory_23.pdb,0
75,75,-24.7593,0.99671,,output/trajectory_23.pdb,0
76,76,-24.7701,0.99671,,output/trajectory_23.pdb,0
77,77,-24.9211,0.997933,,output/trajectory_23.pdb,0
78,78,-24.821,0.997707,,output/trajectory_23.pdb,0
79,79,-24.8251,0.997383,,output/trajectory_23.pdb,0
80,80,-24.8571,0.996892,,output/trajectory_23.pdb,0
81,81,-24.8571,0.996892,,output/trajectory_23.pdb,0
82,82,-24.8571,0.996892,,output/trajectory_23.pdb,0
83,83,-24.8821,0.999013,,output/trajectory_23.pdb,0
84,84,-24.8498,0.999457,,output/trajectory_23.pdb,0
85,85,-24.7759,1.00005,,output/trajectory_23.pdb,0
86,86,-24.8323,0.996051,,output/trajectory_23.pdb,0
87,87,-24.831,0.996363,,output/trajectory_23.pdb,0
88,88,-24.7889,0.999046,,output/trajectory_23.pdb,0
89,89,-24.8147,0.998878,,output/trajectory_23.pdb,0
90,90,-24.8403,0.99892,,output/trajectory_23.pdb,0
91,91,-24.8103,0.99892,,output/trajectory_23.pdb,0
92,92,-24.7715,1.00099,,output/trajectory_23.pdb,0
93,93,-24.8239,1.00093,,output/trajectory_23.pdb,0
94,94,-24.7902,1.00135,,output/trajectory_23.pdb,0
95,95,-24.8298,1.00032,,output/trajectory_23.pdb,0
96,96,-24.9599,0.999069,,output/trajectory_23.pdb,0
97,97,-24.9491,0.997904,,output/trajectory_23.pdb,0
98,98,-24.9391,0.999346,,output/trajectory_23.pdb,0
99,99,-24.9333,0.999718,,output/trajectory_23.pdb,0
100,100,-24.8217,0.998939,,output/trajectory_23.pdb,0
0,0,-19.0793,1.0,,output/trajectory_24.pdb,-
1,1,-24.6426,0.998902,,output/trajectory_24.pdb,0
2,2,-24.5258,0.998981,,output/trajectory_24.pdb,-
3,3,-24.4315,0.999202,,output/trajectory_24.pdb,-
4,4,-24.4043,0.999555,,output/trajectory_24.pdb,-
5,5,-24.4057,0.999137,,output/trajectory_24.pdb,-
6,6,-24.4389,0.999188,,output/trajectory_24.pdb,-
7,7,-24.4392,0.999188,,output/trajectory_24.pdb,-
8,8,-24.4471,0.999147,,output/trajectory_24.pdb,-
9,9,-24.4655,0.997812,,output/trajectory_24.pdb,-
10,10,-24.5046,0.997224,,output/trajectory_24.pdb,-
11,11,-24.4996,0.996216,,output/trajectory_24.pdb,-
12,12,-24.4771,0.997821,,output/trajectory_24.pdb,-
13,13,-24.6243,0.995396,,output/trajectory_24.pdb,0
14,14,-24.7006,0.994053,,output/trajectory_24.pdb,0
15,15,-24.693,0.994591,,output/trajectory_24.pdb,0
16,16,-24.6013,0.994813,,output/trajectory_24.pdb,-
17,17,-24.4726,0.998205,,output/trajectory_24.pdb,-
18,18,-24.4732,0.997311,,output/trajectory_24.pdb,-
19,19,-24.4487,0.998453,,output/trajectory_24.pdb,-
20,20,-24.5359,0.99706,,output/trajectory_24.pdb,-
21,21,-24.479,0.996762,,output/trajectory_24.pdb,-
22,22,-24.4958,0.997581,,output/trajectory_24.pdb,-
23,23,-24.5228,0.99887,,output/trajectory_24.pdb,-
24,24,-24.5078,0.998465,,output/trajectory_24.pdb,-
25,25,-24.5333,0.996299,,output/trajectory_24.pdb,-
26,26,-24.524,0.997654,,output/trajectory_24.pdb,-
27,27,-24.5193,0.996268,,output/trajectory_24.pdb,-
28,28,-24.6234,0.996202,,output/trajectory_24.pdb,0
29,29,-24.672,0.995884,,output/trajectory_24.pdb,0
30,30,-24.5599,0.998359,,output/trajectory_24.pdb,-
31,31,-24.6422,0.997774,,output/trajectory_24.pdb,0
32,32,-24.6425,0.997774,,output/trajectory_24.pdb,0
33,33,-24.6204,0.999656,,output/trajectory_24.pdb,0
34,34,-24.6371,0.999563,,output/trajectory_24.pdb,0
35,35,-24.6586,0.999563,,output/trajectory_24.pdb,0
36,36,-24.5533,1.00162,,output/trajectory_24.pdb,-
37,37,-24.5209,1.00269,,output/trajectory_24.pdb,-
38,38,-24.5678,1.00155,,output/trajectory_24.pdb,-
39,39,-24.5535,1.00139,,output/trajectory_24.pdb,-
40,40,-24.6117,0.996585,,output/trajectory_24.pdb,-
41,41,-24.6523,0.995861,,output/trajectory_24.pdb,0
42,42,-24.6212,0.992952,,output/trajectory_24.pdb,0
43,43,-24.6692,0.993077,,output/trajectory_24.pdb,0
44,44,-24.6905,0.993314,,output/trajectory_24.pdb,0
45,45,-24.581,0.995513,,output/trajectory_24.pdb,-
46,46,-24.6537,0.995521,,output/trajectory_24.pdb,0
47,47,-24.662,0.993994,,output/trajectory_24.pdb,0
48,48,-24.6618,0.993327,,output/trajectory_24.pdb,0
49,49,-24.688,0.995331,,output/trajectory_24.pdb,0
50,50,-24.6984,0.994594,,output/trajectory_24.pdb,0
51,51,-24.6595,0.993896,,output/trajectory_24.pdb,0
52,52,-24.7287,0.992096,,output/trajectory_24.pdb,0
53,53,-24.7077,0.99254,,output/trajectory_24.pdb,0
54,54,-24.706,0.992119,,output/trajectory_24.pdb,0
55,55,-24.7184,0.99221,,output/trajectory_24.pdb,0
56,56,-24.7095,0.992444,,output/trajectory_24.pdb,0
57,57,-24.7382,0.99233,,output/trajectory_24.pdb,0
58,58,-24.6919,0.992816,,output/trajectory_24.pdb,0
59,59,-24.692,0.992816,,output/trajectory_24.pdb,0
60,60,-24.7196,0.991909,,output/trajectory_24.pdb,0
61,61,-24.6838,0.994218,,output/trajectory_24.pdb,0
62,62,-24.6366,0.995708,,output/trajectory_24.pdb,0
63,63,-24.6858,0.995445,,output/trajectory_24.pdb,0
64,64,-24.6429,0.995202,,output/trajectory_24.pdb,0
65,65,-24.6388,0.993987,,output/trajectory_24.pdb,0
66,66,-24.6607,0.994269,,output/trajectory_24.pdb,0
67,67,-24.6606,0.994269,,output/trajectory_24.pdb,0
68,68,-24.6003,0.996817,,output/trajectory_24.pdb,-
69,69,-24.5928,0.997261,,output/trajectory_24.pdb,-
70,70,-24.6493,0.994713,,output/trajectory_24.pdb,0
71,71,-24.6976,0.989525,,output/trajectory_24.pdb,0
72,72,-24.7357,0.991725,,output/trajectory_24.pdb,0
73,73,-24.7532,0.991709,,output/trajectory_24.pdb,0
74,74,-24.7493,0.989136,,output/trajectory_24.pdb,0
75,75,-24.7745,0.990301,,output/trajectory_24.pdb,0
76,76,-24.7839,0.99034,,output/trajectory_24.pdb,0
77,77,-24.6811,0.99224,,output/trajectory_24.pdb,0
78,78,-24.7823,0.991293,,output/trajectory_24.pdb,0
79,79,-24.7882,0.991293,,output/trajectory_24.pdb,0
80,80,-24.682,0.993013,,output/trajectory_24.pdb,0
81,81,-24.7193,0.99245,,output/trajectory_24.pdb,0
82,82,-24.6703,0.997377,,output/trajectory_24.pdb,0
83,83,-24.7244,0.993762,,output/trajectory_24.pdb,0
84,84,-24.7234,0.992958,,output/trajectory_24.pdb,0
85,85,-24.7156,0.99254,,output/trajectory_24.pdb,0
86,86,-24.7155,0.992411,,output/trajectory_24.pdb,0
87,87,-24.6975,0.993259,,output/trajectory_24.pdb,0
88,88,-24.6649,0.993468,,output/trajectory_24.pdb,0
89,89,-24.6866,0.993468,,output/trajectory_24.pdb,0
90,90,-24.6516,0.992163,,output/trajectory_24.pdb,0
91,91,-24.6424,0.995191,,output/trajectory_24.pdb,0
92,92,-24.6733,0.997329,,output/trajectory_24.pdb,0
93,93,-24.6598,0.997209,,output/trajectory_24.pdb,0
94,94,-24.6473,0.994444,,output/trajectory_24.pdb,0
95,95,-24.6314,0.995971,,output/trajectory_24.pdb,0
96,96,-24.6286,0.996761,,output/trajectory_24.pdb,0
97,97,-24.5928,0.997727,,output/trajectory_24.pdb,-
98,98,-24.6345,0.997078,,output/trajectory_24.pdb,0
99,99,-24.6097,0.997267,,output/trajectory_24.pdb,-
100,100,-24.6051,0.996807,,output/trajectory_24.pdb,-
0,0,-19.0793,1.0,,output/trajectory_25.pdb,-
1,1,-24.595,0.997624,,output/trajectory_25.pdb,-
2,2,-24.673,0.998371,,output/trajectory_25.pdb,0
3,3,-24.5778,0.997171,,output/trajectory_25.pdb,-
4,4,-24.6576,0.998146,,output/trajectory_25.pdb,0
5,5,-24.447,0.996458,,output/trajectory_25.pdb,-
6,6,-24.4446,0.996578,,output/trajectory_25.pdb,-
7,7,-24.6545,0.997544,,output/trajectory_25.pdb,0
8,8,-24.6658,0.996895,,output/trajectory_25.pdb,0
9,9,-24.7005,0.995856,,output/trajectory_25.pdb,0
10,10,-24.7005,0.995909,,output/trajectory_25.pdb,0
11,11,-24.604,0.99595,,output/trajectory_25.pdb,-
12,12,-24.6101,0.996043,,output/trajectory_25.pdb,-
13,13,-24.63,0.994742,,output/trajectory_25.pdb,0
14,14,-24.6299,0.994742,,output/trajectory_25.pdb,0
15,15,-24.6299,0.994742,,output/trajectory_25.pdb,0
16,16,-24.6299,0.994742,,output/trajectory_25.pdb,0
17,17,-24.4914,0.994738,,output/trajectory_25.pdb,-
18,18,-24.7406,0.995096,,output/trajectory_25.pdb,0
19,19,-24.7209,0.997212,,output/trajectory_25.pdb,0
20,20,-24.7493,0.998748,,output/trajectory_25.pdb,0
21,21,-24.7649,0.996611,,output/trajectory_25.pdb,0
22,22,-24.7314,0.997244,,output/trajectory_25.pdb,0
23,23,-24.7315,0.997244,,output/trajectory_25.pdb,0
24,24,-24.7281,0.998019,,output/trajectory_25.pdb,0
25,25,-24.7274,0.998333,,output/trajectory_25.pdb,0
26,26,-24.7337,0.997575,,output/trajectory_25.pdb,0
27,27,-24.7337,0.997575,,output/trajectory_25.pdb,0
28,28,-24.7324,0.998285,,output/trajectory_25.pdb,0
29,29,-24.7085,0.998939,,output/trajectory_25.pdb,0
30,30,-24.7115,0.998615,,output/trajectory_25.pdb,0
31,31,-24.7426,0.998615,,output/trajectory_25.pdb,0
32,32,-24.7088,0.998197,,output/trajectory_25.pdb,0
33,33,-24.7089,0.998197,,output/trajectory_25.pdb,0
34,34,-24.7454,0.99759,,output/trajectory_25.pdb,0
35,35,-24.6787,0.995737,,output/trajectory_25.pdb,0
36,36,-24.6904,0.995689,,output/trajectory_25.pdb,0
37,37,-24.6814,0.996524,,output/trajectory_25.pdb,0
38,38,-24.7003,0.996479,,output/trajectory_25.pdb,0
39,39,-24.638,0.996314,,output/trajectory_25.pdb,0
40,40,-24.6615,0.998025,,output/trajectory_25.pdb,0
41,41,-24.772,0.994932,,output/trajectory_25.pdb,0
42,42,-24.7025,0.995518,,output/trajectory_25.pdb,0
43,43,-24.7095,0.995518,,output/trajectory_25.pdb,0
44,44,-24.6798,0.997461,,output/trajectory_25.pdb,0
45,45,-24.562,0.996359,,output/trajectory_25.pdb,-
46,46,-24.6076,0.99796,,output/trajectory_25.pdb,-
47,47,-24.6158,1.0013,,output/trajectory_25.pdb,0
48,48,-24.5625,0.999158,,output/trajectory_25.pdb,-
49,49,-24.5419,0.999533,,output/trajectory_25.pdb,-
50,50,-24.6,0.999729,,output/trajectory_25.pdb,-
51,51,-24.5999,0.999729,,output/trajectory_25.pdb,-
52,52,-24.6356,0.998628,,output/trajectory_25.pdb,0
53,53,-24.6486,0.999791,,output/trajectory_25.pdb,0
54,54,-24.636,0.999049,,output/trajectory_25.pdb,0
55,55,-24.6162,1.00148,,output/trajectory_25.pdb,0
56,56,-24.6188,1.00172,,output/trajectory_25.pdb,0
57,57,-24.5581,1.00237,,output/trajectory_25.pdb,-
58,58,-24.6791,1.00037,,output/trajectory_25.pdb,0
59,59,-24.5536,1.00195,,output/trajectory_25.pdb,-
60,60,-24.5558,1.0024,,output/trajectory_25.pdb,-
61,61,-24.5958,1.00195,,output/trajectory_25.pdb,-
62,62,-24.5791,1.00269,,output/trajectory_25.pdb,-
63,63,-24.5529,1.00298,,output/trajectory_25.pdb,-
64,64,-24.5404,1.00302,,output/trajectory_25.pdb,-
65,65,-24.6003,1.00373,,output/trajectory_25.pdb,-
66,66,-24.6299,1.00289,,output/trajectory_25.pdb,0
67,67,-24.6482,1.00359,,output/trajectory_25.pdb,0
68,68,-24.6194,1.00215,,output/trajectory_25.pdb,0
69,69,-24.706,1.00182,,output/trajectory_25.pdb,0
70,70,-24.6826,1.00229,,output/trajectory_25.pdb,0
71,71,-24.6885,0.998235,,output/trajectory_25.pdb,0
72,72,-24.6746,1.00254,,output/trajectory_25.pdb,0
73,73,-24.6452,1.00226,,output/trajectory_25.pdb,0
74,74,-24.7048,1.001,,output/trajectory_25.pdb,0
75,75,-24.7257,1.00359,,output/trajectory_25.pdb,0
76,76,-24.6451,1.00276,,output/trajectory_25.pdb,0
77,77,-24.6859,1.00021,,output/trajectory_25.pdb,0
78,78,-24.6617,1.00126,,output/trajectory_25.pdb,0
79,79,-24.6982,1.00134,,output/trajectory_25.pdb,0
80,80,-24.7031,1.00377,,output/trajectory_25.pdb,0
81,81,-24.6269,0.999598,,output/trajectory_25.pdb,0
82,82,-24.6636,1.00477,,output/trajectory_25.pdb,0
83,83,-24.6671,1.00487,,output/trajectory_25.pdb,0
84,84,-24.6437,1.00422,,output/trajectory_25.pdb,0
85,85,-24.673,1.00069,,output/trajectory_25.pdb,0
86,86,-24.6916,1.00208,,output/trajectory_25.pdb,0
87,87,-24.6621,1.00098,,output/trajectory_25.pdb,0
88,88,-24.6615,1.00492,,output/trajectory_25.pdb,0
89,89,-24.6482,1.00524,,output/trajectory_25.pdb,0
90,90,-24.6616,1.00525,,output/trajectory_25.pdb,0
91,91,-24.6504,1.00514,,output/trajectory_25.pdb,0
92,92,-24.6957,1.00437,,output/trajectory_25.pdb,0
93,93,-24.6849,1.00437,,output/trajectory_25.pdb,0
94,94,-24.6894,1.00474,,output/trajectory_25.pdb,0
95,95,-24.636,1.0047,,output/trajectory_25.pdb,0
96,96,-24.7081,1.00539,,output/trajectory_25.pdb,0
97,97,-24.6556,1.00444,,output/trajectory_25.pdb,0
98,98,-24.6553,1.00488,,output/trajectory_25.pdb,0
99,99,-24.6677,1.00488,,output/trajectory_25.pdb,0
100,100,-24.6677,1.00488,,output/trajectory_25.pdb,0
0,0,-19.0793,1.0,,output/trajectory_26.pdb,-
1,1,-24.595,0.997624,,output/trajectory_26.pdb,-
2,2,-24.6453,0.998458,,output/trajectory_26.pdb,0
3,3,-24.5824,0.99899,,output/trajectory_26.pdb,-
4,4,-24.5831,0.99899,,output/trajectory_26.pdb,-
5,5,-24.5773,0.998554,,output/trajectory_26.pdb,-
6,6,-24.5467,1.00138,,output/trajectory_26.pdb,-
7,7,-24.5928,0.999261,,output/trajectory_26.pdb,-
8,8,-24.583,0.99899,,output/trajectory_26.pdb,-
9,9,-24.5654,0.999407,,output/trajectory_26.pdb,-
10,10,-24.5655,0.999407,,output/trajectory_26.pdb,-
11,11,-24.5798,0.999407,,output/trajectory_26.pdb,-
12,12,-24.5887,0.999685,,output/trajectory_26.pdb,-
13,13,-24.6673,0.995915,,output/trajectory_26.pdb,0
14,14,-24.638,1.0006,,output/trajectory_26.pdb,0
15,15,-24.5283,1.00083,,output/trajectory_26.pdb,-
16,16,-24.617,1.00006,,output/trajectory_26.pdb,0
17,17,-24.6664,0.996668,,output/trajectory_26.pdb,0
18,18,-24.6365,0.998429,,output/trajectory_26.pdb,0
19,19,-24.5599,0.999038,,output/trajectory_26.pdb,-
20,20,-24.6129,0.998485,,output/trajectory_26.pdb,-
21,21,-24.604,0.999186,,output/trajectory_26.pdb,-
22,22,-24.5842,0.997044,,output/trajectory_26.pdb,-
23,23,-24.6229,0.997507,,output/trajectory_26.pdb,0
24,24,-24.6146,0.997507,,output/trajectory_26.pdb,-
25,25,-24.5996,0.99788,,output/trajectory_26.pdb,-
26,26,-24.584,0.999384,,output/trajectory_26.pdb,-
27,27,-24.5996,0.999384,,output/trajectory_26.pdb,-
28,28,-24.6015,0.999757,,output/trajectory_26.pdb,-
29,29,-24.6724,0.997814,,output/trajectory_26.pdb,0
30,30,-24.4784,0.996538,,output/trajectory_26.pdb,-
31,31,-24.4838,0.996956,,output/trajectory_26.pdb,-
32,32,-24.6768,0.998306,,output/trajectory_26.pdb,0
33,33,-24.6769,0.998306,,output/trajectory_26.pdb,0
34,34,-24.6739,0.999048,,output/trajectory_26.pdb,0
35,35,-24.6886,0.999048,,output/trajectory_26.pdb,0
36,36,-24.6648,0.999253,,output/trajectory_26.pdb,0
37,37,-24.6409,0.999423,,output/trajectory_26.pdb,0
38,38,-24.5844,0.996472,,output/trajectory_26.pdb,-
39,39,-24.6297,1.00078,,output/trajectory_26.pdb,0
40,40,-24.6046,1.0009,,output/trajectory_26.pdb,-
41,41,-24.4443,0.998599,,output/trajectory_26.pdb,-
42,42,-24.4845,0.99468,,output/trajectory_26.pdb,-
43,43,-24.498,0.997425,,output/trajectory_26.pdb,-
44,44,-24.4527,0.997941,,output/trajectory_26.pdb,-
45,45,-24.4852,0.997824,,output/trajectory_26.pdb,-
46,46,-24.4284,0.997617,,output/trajectory_26.pdb,-
47,47,-24.5621,0.996621,,output/trajectory_26.pdb,-
48,48,-24.5698,0.996773,,output/trajectory_26.pdb,-
49,49,-24.6009,0.998118,,output/trajectory_26.pdb,-
50,50,-24.6363,0.997513,,output/trajectory_26.pdb,0
51,51,-24.5665,0.99742,,output/trajectory_26.pdb,-
52,52,-24.4782,0.997295,,output/trajectory_26.pdb,-
53,53,-24.5084,1.00016,,output/trajectory_26.pdb,-
54,54,-24.5212,0.998391,,output/trajectory_26.pdb,-
55,55,-24.5629,0.997351,,output/trajectory_26.pdb,-
56,56,-24.6127,0.996338,,output/trajectory_26.pdb,-
57,57,-24.6135,0.99756,,output/trajectory_26.pdb,-
58,58,-24.57,0.997188,,output/trajectory_26.pdb,-
59,59,-24.5827,0.994457,,output/trajectory_26.pdb,-
60,60,-24.674,0.995858,,output/trajectory_26.pdb,0
61,61,-24.6375,0.997034,,output/trajectory_26.pdb,0
62,62,-24.6307,0.996024,,output/trajectory_26.pdb,0
63,63,-24.6511,0.995489,,output/trajectory_26.pdb,0
64,64,-24.648,0.997359,,output/trajectory_26.pdb,0
65,65,-24.7087,0.995004,,output/trajectory_26.pdb,0
66,66,-24.7305,0.995331,,output/trajectory_26.pdb,0
67,67,-24.7585,0.998148,,output/trajectory_26.pdb,0
68,68,-24.7546,0.999541,,output/trajectory_26.pdb,0
70,69,-24.6827,0.999217,,output/trajectory_26.pdb,0
71,70,-24.6888,0.998448,,output/trajectory_26.pdb,0
72,71,-24.694,0.998937,,output/trajectory_26.pdb,0
73,72,-24.6903,0.99787,,output/trajectory_26.pdb,0
74,73,-24.7082,0.999959,,output/trajectory_26.pdb,0
75,74,-24.7308,0.998567,,output/trajectory_26.pdb,0
76,75,-24.7308,0.998567,,output/trajectory_26.pdb,0
77,76,-24.7308,0.998567,,output/trajectory_26.pdb,0
78,77,-24.6889,0.999261,,output/trajectory_26.pdb,0
79,78,-24.7746,0.999448,,output/trajectory_26.pdb,0
80,79,-24.7774,0.998726,,output/trajectory_26.pdb,0
81,80,-24.7653,0.999543,,output/trajectory_26.pdb,0
82,81,-24.735,0.998797,,output/trajectory_26.pdb,0
83,82,-24.7005,1.0005,,output/trajectory_26.pdb,0
84,83,-24.7892,0.997204,,output/trajectory_26.pdb,0
85,84,-24.7516,0.99831,,output/trajectory_26.pdb,0
86,85,-24.7409,0.99938,,output/trajectory_26.pdb,0
87,86,-24.6072,1.00159,,output/trajectory_26.pdb,-
88,87,-24.6041,1.0018,,output/trajectory_26.pdb,-
89,88,-24.6473,1.00177,,output/trajectory_26.pdb,0
90,89,-24.6532,1.00168,,output/trajectory_26.pdb,0
91,90,-24.6478,1.00207,,output/trajectory_26.pdb,0
92,91,-24.6406,1.00282,,output/trajectory_26.pdb,0
93,92,-24.655,1.00324,,output/trajectory_26.pdb,0
94,93,-24.6495,1.0007,,output/trajectory_26.pdb,0
95,94,-24.6734,1.00244,,output/trajectory_26.pdb,0
96,95,-24.6895,1.00338,,output/trajectory_26.pdb,0
97,96,-24.6458,1.00294,,output/trajectory_26.pdb,0
98,97,-24.7323,0.998051,,output/trajectory_26.pdb,0
99,98,-24.723,0.998814,,output/trajectory_26.pdb,0
100,99,-24.734,0.999258,,output/trajectory_26.pdb,0
0,0,-19.0793,1.0,,output/trajectory_27.pdb,-
1,1,-24.5822,1.00049,,output/trajectory_27.pdb,-
2,2,-24.6485,0.999163,,output/trajectory_27.pdb,0
3,3,-24.627,0.998847,,output/trajectory_27.pdb,0
4,4,-24.6203,0.997336,,output/trajectory_27.pdb,0
5,5,-24.6807,0.997986,,output/trajectory_27.pdb,0
6,6,-24.7166,0.998865,,output/trajectory_27.pdb,0
7,7,-24.7021,0.998821,,output/trajectory_27.pdb,0
8,8,-24.6933,0.998448,,output/trajectory_27.pdb,0
9,9,-24.7069,0.998403,,output/trajectory_27.pdb,0
10,10,-24.7369,0.995622,,output/trajectory_27.pdb,0
11,11,-24.7755,0.99489,,output/trajectory_27.pdb,0
12,12,-24.649,0.997678,,output/trajectory_27.pdb,0
13,13,-24.7487,0.996185,,output/trajectory_27.pdb,0
14,14,-24.7539,0.997611,,output/trajectory_27.pdb,0
15,15,-24.7764,0.997534,,output/trajectory_27.pdb,0
16,16,-24.7899,0.996483,,output/trajectory_27.pdb,0
17,17,-24.7861,0.996201,,output/trajectory_27.pdb,0
18,18,-24.8276,0.997571,,output/trajectory_27.pdb,0
19,19,-24.765,0.997247,,output/trajectory_27.pdb,0
20,20,-24.7461,0.998016,,output/trajectory_27.pdb,0
21,21,-24.7776,0.997151,,output/trajectory_27.pdb,0
22,22,-24.7674,0.996084,,output/trajectory_27.pdb,0
23,23,-24.7439,0.994842,,output/trajectory_27.pdb,0
24,24,-24.7143,0.994913,,output/trajectory_27.pdb,0
25,25,-24.7581,0.996107,,output/trajectory_27.pdb,0
26,26,-24.8166,0.995056,,output/trajectory_27.pdb,0
27,27,-24.7662,0.994125,,output/trajectory_27.pdb,0
28,28,-24.7634,0.994449,,output/trajectory_27.pdb,0
29,29,-24.7882,0.994407,,output/trajectory_27.pdb,0
30,30,-24.6979,0.996214,,output/trajectory_27.pdb,0
31,31,-24.7207,0.997236,,output/trajectory_27.pdb,0
32,32,-24.7134,0.995873,,output/trajectory_27.pdb,0
33,33,-24.7082,0.997292,,output/trajectory_27.pdb,0
34,34,-24.7248,0.99655,,output/trajectory_27.pdb,0
35,35,-24.7246,0.995763,,output/trajectory_27.pdb,0
36,36,-24.7525,0.995444,,output/trajectory_27.pdb,0
37,37,-24.7269,0.994831,,output/trajectory_27.pdb,0
38,38,-24.6896,0.995174,,output/trajectory_27.pdb,0
39,39,-24.7393,0.996346,,output/trajectory_27.pdb,0
40,40,-24.7426,0.995947,,output/trajectory_27.pdb,0
41,41,-24.6366,0.995667,,output/trajectory_27.pdb,0
42,42,-24.6917,0.99554,,output/trajectory_27.pdb,0
43,43,-24.6941,0.998903,,output/trajectory_27.pdb,0
44,44,-24.6916,0.998739,,output/trajectory_27.pdb,0
45,45,-24.6885,0.998946,,output/trajectory_27.pdb,0
46,46,-24.6885,0.998946,,output/trajectory_27.pdb,0
47,47,-24.6885,0.998946,,output/trajectory_27.pdb,0
48,48,-24.7031,0.998339,,output/trajectory_27.pdb,0
49,49,-24.6855,0.995536,,output/trajectory_27.pdb,0
50,50,-24.7901,0.996067,,output/trajectory_27.pdb,0
51,51,-24.7707,0.996376,,output/trajectory_27.pdb,0
52,52,-24.8151,0.995325,,output/trajectory_27.pdb,0
53,53,-24.7714,0.99565,,output/trajectory_27.pdb,0
54,54,-24.7715,0.99565,,output/trajectory_27.pdb,0
55,55,-24.7715,0.99565,,output/trajectory_27.pdb,0
56,56,-24.7715,0.99565,,output/trajectory_27.pdb,0
57,57,-24.7715,0.99565,,output/trajectory_27.pdb,0
58,58,-24.7715,0.99565,,output/trajectory_27.pdb,0
59,59,-24.749,0.996512,,output/trajectory_27.pdb,0
60,60,-24.7179,0.996619,,output/trajectory_27.pdb,0
61,61,-24.7219,0.996818,,output/trajectory_27.pdb,0
62,62,-24.8561,0.996041,,output/trajectory_27.pdb,0
63,63,-24.7292,0.995352,,output/trajectory_27.pdb,0
64,64,-24.9186,0.995562,,output/trajectory_27.pdb,0
65,65,-24.9299,0.996659,,output/trajectory_27.pdb,0
66,66,-24.9376,0.994645,,output/trajectory_27.pdb,0
67,67,-24.9089,0.995367,,output/trajectory_27.pdb,0
68,68,-24.8984,0.997087,,output/trajectory_27.pdb,0
69,69,-24.9983,0.995017,,output/trajectory_27.pdb,0
70,70,-24.8934,0.996763,,output/trajectory_27.pdb,0
71,71,-24.9983,0.995017,,output/trajectory_27.pdb,0
72,72,-24.8934,0.996763,,output/trajectory_27.pdb,0
73,73,-24.8839,0.997863,,output/trajectory_27.pdb,0
74,74,-24.8131,0.997639,,output/trajectory_27.pdb,0
75,75,-24.8158,0.998143,,output/trajectory_27.pdb,0
76,76,-24.8093,0.997236,,output/trajectory_27.pdb,0
77,77,-24.8379,0.997505,,output/trajectory_27.pdb,0
78,78,-24.7324,0.999343,,output/trajectory_27.pdb,0
79,79,-24.8039,0.998076,,output/trajectory_27.pdb,0
80,80,-24.8029,0.998076,,output/trajectory_27.pdb,0
81,81,-24.8203,0.997054,,output/trajectory_27.pdb,0
