Cluster,Population,MeanRMSD,currentEnergy min,currentEnergy 5-percentile,currentEnergy 25-percentile,currentEnergy mean,currentEnergy 75-percentile,currentEnergy 95-percentile,currentEnergy max,currentEnergy standard deviation,sasaLig min,sasaLig 5-percentile,sasaLig 25-percentile,sasaLig mean,sasaLig 75-percentile,sasaLig 95-percentile,sasaLig max,sasaLig standard deviation,Selected labels
642,0.0005027652086475615,0.0,-20.2395,-20.2395,-20.2395,-20.2395,-20.2395,-20.2395,-20.2395,0.0,0.996731,0.996731,0.996731,0.996731,0.996731,0.996731,0.996731,0.0,-
721,0.0005027652086475615,0.0,-23.4765,-23.4765,-23.4765,-23.4765,-23.4765,-23.4765,-23.4765,0.0,1.00163,1.00163,1.00163,1.00163,1.00163,1.00163,1.00163,0.0,-
148,0.0015082956259426848,0.27414303975075094,-26.4934,-26.40856,-26.069200000000002,-25.92396666666667,-25.63925,-25.63465,-25.6335,0.40267754124388716,0.987744,0.9879964,0.989006,0.9896569999999999,0.9906135,0.9908899,0.990959,0.0013817976214579213,-
261,0.001005530417295123,0.4939919027676466,-21.7129,-21.657565,-21.436225,-21.159550000000003,-20.882875000000002,-20.661535,-20.6062,0.55335,0.982832,0.9836334,0.986839,0.990846,0.994853,0.9980586,0.99886,0.008013999999999966,-
680,0.0005027652086475615,0.0,-22.9967,-22.9967,-22.9967,-22.9967,-22.9967,-22.9967,-22.9967,0.0,0.971624,0.971624,0.971624,0.971624,0.971624,0.971624,0.971624,0.0,-
255,0.001005530417295123,0.5171870067973485,-21.3625,-21.291565000000002,-21.007825,-20.65315,-20.298475,-20.014734999999998,-19.9438,0.7093500000000006,0.974807,0.9756727,0.9791354999999999,0.983464,0.9877925000000001,0.9912553000000001,0.992121,0.008657000000000026,-
751,0.0005027652086475615,0.0,-22.2675,-22.2675,-22.2675,-22.2675,-22.2675,-22.2675,-22.2675,0.0,0.9538,0.9538,0.9538,0.9538,0.9538,0.9538,0.9538,0.0,-
752,0.0005027652086475615,0.0,-22.2409,-22.2409,-22.2409,-22.2409,-22.2409,-22.2409,-22.2409,0.0,1.01071,1.01071,1.01071,1.01071,1.01071,1.01071,1.01071,0.0,-
254,0.001005530417295123,0.478969571058537,-23.8194,-23.8109,-23.7769,-23.7344,-23.6919,-23.6579,-23.6494,0.08500000000000085,0.972436,0.9727762,0.974137,0.975838,0.9775389999999999,0.9788998,0.97924,0.003402000000000016,-
461,0.0005027652086475615,0.0,-22.7371,-22.7371,-22.7371,-22.7371,-22.7371,-22.7371,-22.7371,0.0,0.970523,0.970523,0.970523,0.970523,0.970523,0.970523,0.970523,0.0,-
691,0.0005027652086475615,0.0,-22.1953,-22.1953,-22.1953,-22.1953,-22.1953,-22.1953,-22.1953,0.0,0.980653,0.980653,0.980653,0.980653,0.980653,0.980653,0.980653,0.0,-
590,0.0005027652086475615,0.0,-20.5103,-20.5103,-20.5103,-20.5103,-20.5103,-20.5103,-20.5103,0.0,0.975687,0.975687,0.975687,0.975687,0.975687,0.975687,0.975687,0.0,-
516,0.0005027652086475615,0.0,-22.1181,-22.1181,-22.1181,-22.1181,-22.1181,-22.1181,-22.1181,0.0,0.976908,0.976908,0.976908,0.976908,0.976908,0.976908,0.976908,0.0,-
664,0.0005027652086475615,0.0,-20.3418,-20.3418,-20.3418,-20.3418,-20.3418,-20.3418,-20.3418,0.0,1.00753,1.00753,1.00753,1.00753,1.00753,1.00753,1.00753,0.0,-
639,0.0005027652086475615,0.0,-22.6025,-22.6025,-22.6025,-22.6025,-22.6025,-22.6025,-22.6025,0.0,0.942712,0.942712,0.942712,0.942712,0.942712,0.942712,0.942712,0.0,-
546,0.0005027652086475615,0.0,-20.9569,-20.9569,-20.9569,-20.9569,-20.9569,-20.9569,-20.9569,0.0,0.998381,0.998381,0.998381,0.998381,0.998381,0.998381,0.998381,0.0,-
225,0.001005530417295123,0.2436162966634216,-24.1576,-24.138645,-24.062825,-23.968049999999998,-23.873275,-23.797455,-23.7785,0.18954999999999878,0.969947,0.9702995,0.9717095,0.973472,0.9752345,0.9766445,0.976997,0.0035250000000000004,-
517,0.0005027652086475615,0.0,-22.8055,-22.8055,-22.8055,-22.8055,-22.8055,-22.8055,-22.8055,0.0,1.00638,1.00638,1.00638,1.00638,1.00638,1.00638,1.00638,0.0,-
92,0.002011060834590246,0.6624077689175915,-24.4919,-24.150725,-22.786025000000002,-22.307825,-21.26175,-21.25995,-21.2595,1.3200426079771068,0.979441,0.97946065,0.97953925,0.9829012500000001,0.98419,0.9892444,0.990508,0.004516297674810665,-
503,0.0005027652086475615,0.0,-25.2424,-25.2424,-25.2424,-25.2424,-25.2424,-25.2424,-25.2424,0.0,0.989132,0.989132,0.989132,0.989132,0.989132,0.989132,0.989132,0.0,-
33,0.004022121669180492,0.8108936963298832,-22.9162,-22.846165,-22.296625,-21.74735,-21.353525,-20.67364,-20.3172,0.78909512734524,0.948362,0.950098,0.9536100000000001,0.9660695,0.971331,0.9834395,0.989827,0.01268148545123953,-
398,0.001005530417295123,0.6661534733077654,-21.2647,-21.23344,-21.108400000000003,-20.9521,-20.7958,-20.67076,-20.6395,0.31259999999999977,0.986208,0.9864064,0.9872,0.988192,0.989184,0.9899775999999999,0.990176,0.0019839999999999858,-
426,0.0005027652086475615,0.0,-23.4697,-23.4697,-23.4697,-23.4697,-23.4697,-23.4697,-23.4697,0.0,1.00122,1.00122,1.00122,1.00122,1.00122,1.00122,1.00122,0.0,-
114,0.0015082956259426848,0.5545467898060451,-27.0485,-26.79721,-25.79205,-24.88383333333333,-23.801499999999997,-23.21422,-23.0674,1.643824634469532,0.955862,0.9595025,0.9740645,0.9807079999999999,0.993131,0.9938222,0.993995,0.017582932690538285,-
550,0.0005027652086475615,0.0,-25.7409,-25.7409,-25.7409,-25.7409,-25.7409,-25.7409,-25.7409,0.0,0.964134,0.964134,0.964134,0.964134,0.964134,0.964134,0.964134,0.0,-
110,0.0015082956259426848,0.20488993992073232,-21.718,-21.6127,-21.191499999999998,-20.820433333333334,-20.37165,-20.136969999999998,-20.0783,0.6783674831698693,0.979144,0.9793169,0.9800085000000001,0.9808566666666666,0.9817130000000001,0.982385,0.982553,0.0013917663437357402,-
565,0.0005027652086475615,0.0,-21.2835,-21.2835,-21.2835,-21.2835,-21.2835,-21.2835,-21.2835,0.0,0.96657,0.96657,0.96657,0.96657,0.96657,0.96657,0.96657,0.0,-
506,0.0005027652086475615,0.0,-24.91,-24.91,-24.91,-24.91,-24.91,-24.91,-24.91,0.0,1.00126,1.00126,1.00126,1.00126,1.00126,1.00126,1.00126,0.0,-
525,0.0005027652086475615,0.0,-23.0506,-23.0506,-23.0506,-23.0506,-23.0506,-23.0506,-23.0506,0.0,0.985866,0.985866,0.985866,0.985866,0.985866,0.985866,0.985866,0.0,-
314,0.0005027652086475615,0.0,-21.1263,-21.1263,-21.1263,-21.1263,-21.1263,-21.1263,-21.1263,0.0,0.979322,0.979322,0.979322,0.979322,0.979322,0.979322,0.979322,0.0,-
91,0.0030165912518853697,0.8498240736057134,-24.1295,-23.5562,-21.826675,-21.742549999999998,-21.01845,-20.69995,-20.6025,1.153893764246374,0.952295,0.9566297500000001,0.97026575,0.9749814999999998,0.9807195,0.9938417500000001,0.997665,0.013668687461371952,-
317,0.0005027652086475615,0.0,-21.8675,-21.8675,-21.8675,-21.8675,-21.8675,-21.8675,-21.8675,0.0,0.980953,0.980953,0.980953,0.980953,0.980953,0.980953,0.980953,0.0,-
339,0.0005027652086475615,0.0,-22.5443,-22.5443,-22.5443,-22.5443,-22.5443,-22.5443,-22.5443,0.0,0.991425,0.991425,0.991425,0.991425,0.991425,0.991425,0.991425,0.0,-
601,0.0005027652086475615,0.0,-21.5409,-21.5409,-21.5409,-21.5409,-21.5409,-21.5409,-21.5409,0.0,0.97682,0.97682,0.97682,0.97682,0.97682,0.97682,0.97682,0.0,-
630,0.0005027652086475615,0.0,-22.4115,-22.4115,-22.4115,-22.4115,-22.4115,-22.4115,-22.4115,0.0,0.978524,0.978524,0.978524,0.978524,0.978524,0.978524,0.978524,0.0,-
354,0.0005027652086475615,0.0,-21.3384,-21.3384,-21.3384,-21.3384,-21.3384,-21.3384,-21.3384,0.0,0.96257,0.96257,0.96257,0.96257,0.96257,0.96257,0.96257,0.0,-
481,0.0005027652086475615,0.0,-21.3191,-21.3191,-21.3191,-21.3191,-21.3191,-21.3191,-21.3191,0.0,0.979873,0.979873,0.979873,0.979873,0.979873,0.979873,0.979873,0.0,-
609,0.0005027652086475615,0.0,-21.7758,-21.7758,-21.7758,-21.7758,-21.7758,-21.7758,-21.7758,0.0,0.97329,0.97329,0.97329,0.97329,0.97329,0.97329,0.97329,0.0,-
377,0.0005027652086475615,0.0,-22.5284,-22.5284,-22.5284,-22.5284,-22.5284,-22.5284,-22.5284,0.0,0.99413,0.99413,0.99413,0.99413,0.99413,0.99413,0.99413,0.0,-
676,0.0005027652086475615,0.0,-26.587,-26.587,-26.587,-26.587,-26.587,-26.587,-26.587,0.0,0.99269,0.99269,0.99269,0.99269,0.99269,0.99269,0.99269,0.0,-
442,0.0005027652086475615,0.0,-20.8431,-20.8431,-20.8431,-20.8431,-20.8431,-20.8431,-20.8431,0.0,0.943094,0.943094,0.943094,0.943094,0.943094,0.943094,0.943094,0.0,-
504,0.001005530417295123,0.7582052162838229,-21.3055,-21.247519999999998,-21.0156,-20.7257,-20.4358,-20.20388,-20.1459,0.5797999999999988,0.954081,0.95423395,0.9548457499999999,0.9556104999999999,0.95637525,0.95698705,0.95714,0.001529500000000017,-
387,0.0005027652086475615,0.0,-22.0618,-22.0618,-22.0618,-22.0618,-22.0618,-22.0618,-22.0618,0.0,0.95437,0.95437,0.95437,0.95437,0.95437,0.95437,0.95437,0.0,-
491,0.0005027652086475615,0.0,-20.1931,-20.1931,-20.1931,-20.1931,-20.1931,-20.1931,-20.1931,0.0,0.926781,0.926781,0.926781,0.926781,0.926781,0.926781,0.926781,0.0,-
472,0.0005027652086475615,0.0,-21.6959,-21.6959,-21.6959,-21.6959,-21.6959,-21.6959,-21.6959,0.0,0.920324,0.920324,0.920324,0.920324,0.920324,0.920324,0.920324,0.0,-
206,0.001005530417295123,0.5256184452623398,-22.9306,-22.879994999999997,-22.677574999999997,-22.42455,-22.171525000000003,-21.969105000000003,-21.9185,0.5060499999999983,0.96868,0.9689684,0.9701219999999999,0.971564,0.973006,0.9741596,0.974448,0.0028839999999999977,-
182,0.001005530417295123,0.4243619917004823,-22.7581,-22.661559999999998,-22.275399999999998,-21.7927,-21.310000000000002,-20.923840000000002,-20.8273,0.9653999999999989,0.927625,0.92812045,0.93010225,0.9325795,0.93505675,0.93703855,0.937534,0.004954499999999973,-
561,0.0005027652086475615,0.0,-21.3945,-21.3945,-21.3945,-21.3945,-21.3945,-21.3945,-21.3945,0.0,0.964325,0.964325,0.964325,0.964325,0.964325,0.964325,0.964325,0.0,-
79,0.002011060834590246,0.5725108677267655,-21.2063,-21.182405,-21.086825,-21.030875,-20.98495,-20.86531,-20.8354,0.1315863096032407,0.942116,0.94334645,0.94826825,0.9557169999999999,0.96255425,0.9689436499999999,0.970541,0.01062199611654985,-
287,0.0005027652086475615,0.0,-22.1207,-22.1207,-22.1207,-22.1207,-22.1207,-22.1207,-22.1207,0.0,0.950624,0.950624,0.950624,0.950624,0.950624,0.950624,0.950624,0.0,-
109,0.0015082956259426848,0.5219583316732683,-23.1238,-22.9478,-22.2438,-21.912900000000004,-21.307450000000003,-21.26237,-21.2511,0.8574708663661205,0.958065,0.9592486,0.963983,0.9662556666666666,0.970351,0.970711,0.970801,0.005803318897167554,-
367,0.0005027652086475615,0.0,-20.0287,-20.0287,-20.0287,-20.0287,-20.0287,-20.0287,-20.0287,0.0,0.953086,0.953086,0.953086,0.953086,0.953086,0.953086,0.953086,0.0,-
510,0.0005027652086475615,0.0,-22.6211,-22.6211,-22.6211,-22.6211,-22.6211,-22.6211,-22.6211,0.0,0.966651,0.966651,0.966651,0.966651,0.966651,0.966651,0.966651,0.0,-
207,0.001005530417295123,0.483736601881644,-21.8313,-21.79146,-21.6321,-21.4329,-21.2337,-21.074340000000003,-21.0345,0.39839999999999876,0.901532,0.9021064,0.904404,0.907276,0.9101480000000001,0.9124456000000001,0.91302,0.005744000000000027,-
540,0.0005027652086475615,0.0,-20.1646,-20.1646,-20.1646,-20.1646,-20.1646,-20.1646,-20.1646,0.0,0.968933,0.968933,0.968933,0.968933,0.968933,0.968933,0.968933,0.0,-
363,0.0005027652086475615,0.0,-20.5246,-20.5246,-20.5246,-20.5246,-20.5246,-20.5246,-20.5246,0.0,0.904943,0.904943,0.904943,0.904943,0.904943,0.904943,0.904943,0.0,-
500,0.0005027652086475615,0.0,-21.3618,-21.3618,-21.3618,-21.3618,-21.3618,-21.3618,-21.3618,0.0,0.960254,0.960254,0.960254,0.960254,0.960254,0.960254,0.960254,0.0,-
530,0.0005027652086475615,0.0,-21.049,-21.049,-21.049,-21.049,-21.049,-21.049,-21.049,0.0,0.958496,0.958496,0.958496,0.958496,0.958496,0.958496,0.958496,0.0,-
211,0.001005530417295123,0.2972364378739598,-22.4497,-22.407025,-22.236325,-22.02295,-21.809575,-21.638875,-21.5962,0.4267500000000002,0.957267,0.95746305,0.95824725,0.9592275,0.96020775,0.96099195,0.961188,0.0019605000000000317,-
519,0.0005027652086475615,0.0,-24.4385,-24.4385,-24.4385,-24.4385,-24.4385,-24.4385,-24.4385,0.0,0.963236,0.963236,0.963236,0.963236,0.963236,0.963236,0.963236,0.0,-
386,0.0005027652086475615,0.0,-22.8983,-22.8983,-22.8983,-22.8983,-22.8983,-22.8983,-22.8983,0.0,0.971971,0.971971,0.971971,0.971971,0.971971,0.971971,0.971971,0.0,-
253,0.001005530417295123,0.5082701545438211,-22.6078,-22.57087,-22.42315,-22.238500000000002,-22.05385,-21.90613,-21.8692,0.36930000000000085,0.944861,0.9464334,0.952723,0.960585,0.968447,0.9747366,0.976309,0.015724000000000016,-
671,0.0005027652086475615,0.0,-23.3427,-23.3427,-23.3427,-23.3427,-23.3427,-23.3427,-23.3427,0.0,0.991366,0.991366,0.991366,0.991366,0.991366,0.991366,0.991366,0.0,-
103,0.002011060834590246,0.6338826831384868,-23.0729,-22.91747,-22.295749999999998,-22.030749999999998,-21.5688,-21.41976,-21.3825,0.6454107432480498,0.936505,0.9370789,0.9393745,0.9581385,0.975681,0.9809082,0.982215,0.02000538109484543,-
763,0.0005027652086475615,0.0,-21.6604,-21.6604,-21.6604,-21.6604,-21.6604,-21.6604,-21.6604,0.0,0.997079,0.997079,0.997079,0.997079,0.997079,0.997079,0.997079,0.0,-
722,0.001005530417295123,0.6237896279996973,-23.2732,-23.112875,-22.471575,-21.66995,-20.868325,-20.227025,-20.0667,1.6032499999999992,0.983166,0.98381745,0.98642325,0.9896805,0.9929377500000001,0.99554355,0.996195,0.006514500000000034,-
548,0.0005027652086475615,0.0,-19.8831,-19.8831,-19.8831,-19.8831,-19.8831,-19.8831,-19.8831,0.0,0.898166,0.898166,0.898166,0.898166,0.898166,0.898166,0.898166,0.0,-
359,0.0005027652086475615,0.0,-20.735,-20.735,-20.735,-20.735,-20.735,-20.735,-20.735,0.0,0.932223,0.932223,0.932223,0.932223,0.932223,0.932223,0.932223,0.0,-
485,0.0005027652086475615,0.0,-21.383,-21.383,-21.383,-21.383,-21.383,-21.383,-21.383,0.0,0.913004,0.913004,0.913004,0.913004,0.913004,0.913004,0.913004,0.0,-
174,0.001005530417295123,0.5333148225954355,-21.3054,-21.277955,-21.168174999999998,-21.030949999999997,-20.893725,-20.783945,-20.7565,0.27444999999999986,0.910899,0.9121543,0.9171755,0.9234519999999999,0.9297285,0.9347497,0.936005,0.01255299999999998,-
194,0.001005530417295123,0.33108850780418264,-23.0182,-22.97885,-22.82145,-22.6247,-22.427950000000003,-22.27055,-22.2312,0.3934999999999995,0.953566,0.9545569,0.9585205,0.9634750000000001,0.9684295,0.9723931,0.973384,0.009909000000000001,-
438,0.0005027652086475615,0.0,-21.3654,-21.3654,-21.3654,-21.3654,-21.3654,-21.3654,-21.3654,0.0,0.999109,0.999109,0.999109,0.999109,0.999109,0.999109,0.999109,0.0,-
512,0.0005027652086475615,0.0,-22.396,-22.396,-22.396,-22.396,-22.396,-22.396,-22.396,0.0,0.99404,0.99404,0.99404,0.99404,0.99404,0.99404,0.99404,0.0,-
416,0.0005027652086475615,0.0,-23.1052,-23.1052,-23.1052,-23.1052,-23.1052,-23.1052,-23.1052,0.0,1.00109,1.00109,1.00109,1.00109,1.00109,1.00109,1.00109,0.0,-
139,0.0015082956259426848,0.5893591704997855,-25.9231,-25.920450000000002,-25.90985,-25.093500000000002,-24.6787,-23.70438,-23.4608,1.1545439301588607,0.966365,0.9664478000000001,0.966779,0.96975,0.9714425,0.9748421,0.975692,0.004215204146894904,-
210,0.001005530417295123,0.5244561468797939,-23.1424,-23.036765,-22.614224999999998,-22.08605,-21.557875,-21.135334999999998,-21.0297,1.0563500000000001,0.97308,0.97350675,0.97521375,0.9773475,0.97948125,0.98118825,0.981615,0.004267500000000035,-
719,0.0005027652086475615,0.0,-20.5922,-20.5922,-20.5922,-20.5922,-20.5922,-20.5922,-20.5922,0.0,0.94324,0.94324,0.94324,0.94324,0.94324,0.94324,0.94324,0.0,-
727,0.0005027652086475615,0.0,-21.0139,-21.0139,-21.0139,-21.0139,-21.0139,-21.0139,-21.0139,0.0,0.998014,0.998014,0.998014,0.998014,0.998014,0.998014,0.998014,0.0,-
748,0.0005027652086475615,0.0,-21.6413,-21.6413,-21.6413,-21.6413,-21.6413,-21.6413,-21.6413,0.0,0.999682,0.999682,0.999682,0.999682,0.999682,0.999682,0.999682,0.0,-
724,0.0005027652086475615,0.0,-25.8269,-25.8269,-25.8269,-25.8269,-25.8269,-25.8269,-25.8269,0.0,0.986192,0.986192,0.986192,0.986192,0.986192,0.986192,0.986192,0.0,-
138,0.0015082956259426848,0.6839881960678396,-26.8924,-26.70105,-25.93565,-25.60653333333333,-24.9636,-24.95136,-24.9483,0.9093308541021916,0.985767,0.9865216,0.98954,0.991224,0.9939525,0.9944641000000001,0.994592,0.0038938495947669735,-
735,0.0005027652086475615,0.0,-21.5308,-21.5308,-21.5308,-21.5308,-21.5308,-21.5308,-21.5308,0.0,0.992477,0.992477,0.992477,0.992477,0.992477,0.992477,0.992477,0.0,-
665,0.0005027652086475615,0.0,-21.8656,-21.8656,-21.8656,-21.8656,-21.8656,-21.8656,-21.8656,0.0,0.943741,0.943741,0.943741,0.943741,0.943741,0.943741,0.943741,0.0,-
646,0.0005027652086475615,0.0,-20.4493,-20.4493,-20.4493,-20.4493,-20.4493,-20.4493,-20.4493,0.0,1.0006,1.0006,1.0006,1.0006,1.0006,1.0006,1.0006,0.0,-
659,0.0005027652086475615,0.0,-20.4066,-20.4066,-20.4066,-20.4066,-20.4066,-20.4066,-20.4066,0.0,0.990793,0.990793,0.990793,0.990793,0.990793,0.990793,0.990793,0.0,-
619,0.0005027652086475615,0.0,-20.657,-20.657,-20.657,-20.657,-20.657,-20.657,-20.657,0.0,1.00491,1.00491,1.00491,1.00491,1.00491,1.00491,1.00491,0.0,-
533,0.0005027652086475615,0.0,-20.3112,-20.3112,-20.3112,-20.3112,-20.3112,-20.3112,-20.3112,0.0,0.980142,0.980142,0.980142,0.980142,0.980142,0.980142,0.980142,0.0,-
634,0.0005027652086475615,0.0,-22.3195,-22.3195,-22.3195,-22.3195,-22.3195,-22.3195,-22.3195,0.0,0.981812,0.981812,0.981812,0.981812,0.981812,0.981812,0.981812,0.0,-
376,0.0005027652086475615,0.0,-19.9308,-19.9308,-19.9308,-19.9308,-19.9308,-19.9308,-19.9308,0.0,0.968305,0.968305,0.968305,0.968305,0.968305,0.968305,0.968305,0.0,-
594,0.0005027652086475615,0.0,-20.5746,-20.5746,-20.5746,-20.5746,-20.5746,-20.5746,-20.5746,0.0,0.994333,0.994333,0.994333,0.994333,0.994333,0.994333,0.994333,0.0,-
458,0.0005027652086475615,0.0,-21.3236,-21.3236,-21.3236,-21.3236,-21.3236,-21.3236,-21.3236,0.0,0.991728,0.991728,0.991728,0.991728,0.991728,0.991728,0.991728,0.0,-
658,0.0005027652086475615,0.0,-24.9192,-24.9192,-24.9192,-24.9192,-24.9192,-24.9192,-24.9192,0.0,0.958907,0.958907,0.958907,0.958907,0.958907,0.958907,0.958907,0.0,-
566,0.0005027652086475615,0.0,-22.0062,-22.0062,-22.0062,-22.0062,-22.0062,-22.0062,-22.0062,0.0,0.97974,0.97974,0.97974,0.97974,0.97974,0.97974,0.97974,0.0,-
629,0.0005027652086475615,0.0,-20.5408,-20.5408,-20.5408,-20.5408,-20.5408,-20.5408,-20.5408,0.0,0.944115,0.944115,0.944115,0.944115,0.944115,0.944115,0.944115,0.0,-
556,0.0005027652086475615,0.0,-24.625,-24.625,-24.625,-24.625,-24.625,-24.625,-24.625,0.0,0.969777,0.969777,0.969777,0.969777,0.969777,0.969777,0.969777,0.0,-
383,0.0005027652086475615,0.0,-20.396,-20.396,-20.396,-20.396,-20.396,-20.396,-20.396,0.0,0.960811,0.960811,0.960811,0.960811,0.960811,0.960811,0.960811,0.0,-
320,0.001005530417295123,0.6218873692237201,-22.1501,-22.093805,-21.868624999999998,-21.58715,-21.305675,-21.080495,-21.0242,0.562949999999999,0.970175,0.9709698,0.974149,0.9781230000000001,0.982097,0.9852762,0.986071,0.00794800000000001,-
90,0.002011060834590246,0.6213174953251293,-27.1091,-26.68757,-25.00145,-24.620675000000002,-23.803075,-23.165335000000002,-23.0059,1.517222993457126,0.991266,0.9913419,0.9916455,0.9966470000000001,1.0013675000000002,1.0023455000000001,1.00259,0.0051633807723235475,-
346,0.0005027652086475615,0.0,-21.7772,-21.7772,-21.7772,-21.7772,-21.7772,-21.7772,-21.7772,0.0,0.981046,0.981046,0.981046,0.981046,0.981046,0.981046,0.981046,0.0,-
117,0.0015082956259426848,0.14656328510763655,-24.4223,-24.40572,-24.339399999999998,-23.7188,-23.36705,-22.65549,-22.4776,0.8802671904976733,1.00174,1.002057,1.003325,1.0067366666666666,1.0092349999999999,1.012695,1.01356,0.00499537341502669,-
696,0.0005027652086475615,0.0,-24.9169,-24.9169,-24.9169,-24.9169,-24.9169,-24.9169,-24.9169,0.0,0.982149,0.982149,0.982149,0.982149,0.982149,0.982149,0.982149,0.0,-
496,0.0005027652086475615,0.0,-21.3409,-21.3409,-21.3409,-21.3409,-21.3409,-21.3409,-21.3409,0.0,0.994847,0.994847,0.994847,0.994847,0.994847,0.994847,0.994847,0.0,-
477,0.0005027652086475615,0.0,-22.4257,-22.4257,-22.4257,-22.4257,-22.4257,-22.4257,-22.4257,0.0,0.965515,0.965515,0.965515,0.965515,0.965515,0.965515,0.965515,0.0,-
384,0.0005027652086475615,0.0,-20.7316,-20.7316,-20.7316,-20.7316,-20.7316,-20.7316,-20.7316,0.0,0.903485,0.903485,0.903485,0.903485,0.903485,0.903485,0.903485,0.0,-
431,0.0005027652086475615,0.0,-20.5185,-20.5185,-20.5185,-20.5185,-20.5185,-20.5185,-20.5185,0.0,0.93242,0.93242,0.93242,0.93242,0.93242,0.93242,0.93242,0.0,-
32,0.003519356460532931,0.907524594436417,-22.4381,-22.43666,-22.1109,-21.545871428571427,-21.264400000000002,-20.19731,-19.8497,0.8336734144980371,0.963278,0.9663094999999999,0.975175,0.986303857142857,0.998,1.00091,1.00121,0.01382889613845455,-
446,0.001005530417295123,0.6832325738721772,-23.9332,-23.839309999999998,-23.463749999999997,-22.9943,-22.52485,-22.14929,-22.0554,0.9389000000000003,0.976411,0.97800595,0.9843857500000001,0.9923605,1.00033525,1.00671505,1.00831,0.015949500000000005,-
568,0.0005027652086475615,0.0,-20.0976,-20.0976,-20.0976,-20.0976,-20.0976,-20.0976,-20.0976,0.0,0.975623,0.975623,0.975623,0.975623,0.975623,0.975623,0.975623,0.0,-
682,0.0005027652086475615,0.0,-20.3577,-20.3577,-20.3577,-20.3577,-20.3577,-20.3577,-20.3577,0.0,0.959346,0.959346,0.959346,0.959346,0.959346,0.959346,0.959346,0.0,-
558,0.0005027652086475615,0.0,-20.238,-20.238,-20.238,-20.238,-20.238,-20.238,-20.238,0.0,0.995219,0.995219,0.995219,0.995219,0.995219,0.995219,0.995219,0.0,-
122,0.0015082956259426848,0.6452977527765297,-23.1044,-23.003449999999997,-22.599649999999997,-22.0753,-21.56075,-21.133429999999997,-21.0266,0.8483715106013403,0.969262,0.9708954,0.977429,0.9805203333333333,0.9861495,0.9865923,0.986703,0.007973661406294014,-
524,0.0005027652086475615,0.0,-21.0303,-21.0303,-21.0303,-21.0303,-21.0303,-21.0303,-21.0303,0.0,0.981456,0.981456,0.981456,0.981456,0.981456,0.981456,0.981456,0.0,-
391,0.0005027652086475615,0.0,-20.4186,-20.4186,-20.4186,-20.4186,-20.4186,-20.4186,-20.4186,0.0,0.967164,0.967164,0.967164,0.967164,0.967164,0.967164,0.967164,0.0,-
539,0.0005027652086475615,0.0,-21.006,-21.006,-21.006,-21.006,-21.006,-21.006,-21.006,0.0,1.00178,1.00178,1.00178,1.00178,1.00178,1.00178,1.00178,0.0,-
641,0.0005027652086475615,0.0,-23.5739,-23.5739,-23.5739,-23.5739,-23.5739,-23.5739,-23.5739,0.0,0.986509,0.986509,0.986509,0.986509,0.986509,0.986509,0.986509,0.0,-
569,0.0005027652086475615,0.0,-25.1282,-25.1282,-25.1282,-25.1282,-25.1282,-25.1282,-25.1282,0.0,0.985628,0.985628,0.985628,0.985628,0.985628,0.985628,0.985628,0.0,-
600,0.0005027652086475615,0.0,-20.2721,-20.2721,-20.2721,-20.2721,-20.2721,-20.2721,-20.2721,0.0,0.950117,0.950117,0.950117,0.950117,0.950117,0.950117,0.950117,0.0,-
452,0.0005027652086475615,0.0,-22.0534,-22.0534,-22.0534,-22.0534,-22.0534,-22.0534,-22.0534,0.0,0.965377,0.965377,0.965377,0.965377,0.965377,0.965377,0.965377,0.0,-
184,0.001005530417295123,0.4133499123019144,-21.7942,-21.733715,-21.491775,-21.189349999999997,-20.886924999999998,-20.644985,-20.5845,0.6048500000000008,0.93856,0.9388261999999999,0.9398909999999999,0.941222,0.942553,0.9436178,0.943884,0.0026619999999999977,-
245,0.001005530417295123,0.2912840538031561,-22.0461,-22.013575,-21.883475,-21.72085,-21.558225,-21.428125,-21.3956,0.3252499999999987,0.942248,0.94254185,0.94371725,0.9451864999999999,0.94665575,0.94783115,0.948125,0.0029385000000000105,-
527,0.0005027652086475615,0.0,-21.1599,-21.1599,-21.1599,-21.1599,-21.1599,-21.1599,-21.1599,0.0,0.962564,0.962564,0.962564,0.962564,0.962564,0.962564,0.962564,0.0,-
663,0.0005027652086475615,0.0,-21.0758,-21.0758,-21.0758,-21.0758,-21.0758,-21.0758,-21.0758,0.0,0.95602,0.95602,0.95602,0.95602,0.95602,0.95602,0.95602,0.0,-
469,0.0005027652086475615,0.0,-22.3003,-22.3003,-22.3003,-22.3003,-22.3003,-22.3003,-22.3003,0.0,0.945659,0.945659,0.945659,0.945659,0.945659,0.945659,0.945659,0.0,-
627,0.0005027652086475615,0.0,-20.0937,-20.0937,-20.0937,-20.0937,-20.0937,-20.0937,-20.0937,0.0,0.950282,0.950282,0.950282,0.950282,0.950282,0.950282,0.950282,0.0,-
228,0.001005530417295123,0.2537421919980982,-20.8762,-20.873235,-20.861375000000002,-20.84655,-20.831725,-20.819865,-20.8169,0.029650000000000176,0.960397,0.96074485,0.9621362499999999,0.9638755,0.9656147500000001,0.96700615,0.967354,0.003478500000000051,-
